"時点","地域コード","地域","延べ宿泊者数（総数）【人泊】","注記"
"2007年2月","23000","愛知県","779280",""
"2007年3月","23000","愛知県","914040",""
"2007年4月","23000","愛知県","884640",""
"2007年5月","23000","愛知県","890730",""
"2007年6月","23000","愛知県","817140",""
"2007年7月","23000","愛知県","868080",""
"2007年8月","23000","愛知県","1018330",""
"2007年9月","23000","愛知県","856010",""
"2007年10月","23000","愛知県","908640",""
"2007年11月","23000","愛知県","945250",""
"2007年12月","23000","愛知県","878250",""
"2008年1月","23000","愛知県","762060",""
"2008年2月","23000","愛知県","831830",""
"2008年3月","23000","愛知県","928410",""
"2008年4月","23000","愛知県","875940",""
"2008年5月","23000","愛知県","896000",""
"2008年6月","23000","愛知県","805180",""
"2008年7月","23000","愛知県","912810",""
"2008年8月","23000","愛知県","1012550",""
"2008年9月","23000","愛知県","830690",""
"2008年10月","23000","愛知県","888680",""
"2008年11月","23000","愛知県","914530",""
"2008年12月","23000","愛知県","817110",""
"2009年1月","23000","愛知県","726410",""
"2009年2月","23000","愛知県","694840",""
"2009年3月","23000","愛知県","852300",""
"2009年4月","23000","愛知県","751180",""
"2009年5月","23000","愛知県","773320",""
"2009年6月","23000","愛知県","708080",""
"2009年7月","23000","愛知県","782420",""
"2009年8月","23000","愛知県","897500",""
"2009年9月","23000","愛知県","787570",""
"2009年10月","23000","愛知県","829490",""
"2009年11月","23000","愛知県","812600",""
"2009年12月","23000","愛知県","780910",""
"2010年1月","23000","愛知県","843650",""
"2010年2月","23000","愛知県","869310",""
"2010年3月","23000","愛知県","1036830",""
"2010年4月","23000","愛知県","956020",""
"2010年5月","23000","愛知県","1007690",""
"2010年6月","23000","愛知県","903650",""
"2010年7月","23000","愛知県","956940",""
"2010年8月","23000","愛知県","1139870",""
"2010年9月","23000","愛知県","903310",""
"2010年10月","23000","愛知県","982450",""
"2010年11月","23000","愛知県","927660",""
"2010年12月","23000","愛知県","916140",""
"2011年1月","23000","愛知県","867970",""
"2011年2月","23000","愛知県","912910",""
"2011年3月","23000","愛知県","1045270",""
"2011年4月","23000","愛知県","944130",""
"2011年5月","23000","愛知県","1007480",""
"2011年6月","23000","愛知県","949950",""
"2011年7月","23000","愛知県","1053790",""
"2011年8月","23000","愛知県","1316140",""
"2011年9月","23000","愛知県","1043560",""
"2011年10月","23000","愛知県","1112720",""
"2011年11月","23000","愛知県","1074840",""
"2011年12月","23000","愛知県","1078190",""
"2012年1月","23000","愛知県","959380",""
"2012年2月","23000","愛知県","954960",""
"2012年3月","23000","愛知県","1174070",""
"2012年4月","23000","愛知県","1117020",""
"2012年5月","23000","愛知県","1123110",""
"2012年6月","23000","愛知県","1058120",""
"2012年7月","23000","愛知県","1112410",""
"2012年8月","23000","愛知県","1414720",""
"2012年9月","23000","愛知県","1116500",""
"2012年10月","23000","愛知県","1138680",""
"2012年11月","23000","愛知県","1127780",""
"2012年12月","23000","愛知県","1129490",""
"2013年1月","23000","愛知県","975400",""
"2013年2月","23000","愛知県","966930",""
"2013年3月","23000","愛知県","1199250",""
"2013年4月","23000","愛知県","1137110",""
"2013年5月","23000","愛知県","1190220",""
"2013年6月","23000","愛知県","1099310",""
"2013年7月","23000","愛知県","1254770",""
"2013年8月","23000","愛知県","1591620",""
"2013年9月","23000","愛知県","1216130",""
"2013年10月","23000","愛知県","1332780",""
"2013年11月","23000","愛知県","1376150",""
"2013年12月","23000","愛知県","1313560",""
"2014年1月","23000","愛知県","1128270",""
"2014年2月","23000","愛知県","1130110",""
"2014年3月","23000","愛知県","1428270",""
"2014年4月","23000","愛知県","1222820",""
"2014年5月","23000","愛知県","1269710",""
"2014年6月","23000","愛知県","1162280",""
"2014年7月","23000","愛知県","1310030",""
"2014年8月","23000","愛知県","1537360",""
"2014年9月","23000","愛知県","1242520",""
"2014年10月","23000","愛知県","1293010",""
"2014年11月","23000","愛知県","1345090",""
"2014年12月","23000","愛知県","1325960",""
"2015年1月","23000","愛知県","1209360",""
"2015年2月","23000","愛知県","1227640",""
"2015年3月","23000","愛知県","1447790",""
"2015年4月","23000","愛知県","1373010",""
"2015年5月","23000","愛知県","1391230",""
"2015年6月","23000","愛知県","1297490",""
"2015年7月","23000","愛知県","1469270",""
"2015年8月","23000","愛知県","1650110",""
"2015年9月","23000","愛知県","1408520",""
"2015年10月","23000","愛知県","1406090",""
"2015年11月","23000","愛知県","1377820",""
"2015年12月","23000","愛知県","1363870",""
"2016年1月","23000","愛知県","1255210",""
"2016年2月","23000","愛知県","1239630",""
"2016年3月","23000","愛知県","1489520",""
"2016年4月","23000","愛知県","1405110",""
"2016年5月","23000","愛知県","1339860",""
"2016年6月","23000","愛知県","1322540",""
"2016年7月","23000","愛知県","1478760",""
"2016年8月","23000","愛知県","1638080",""
"2016年9月","23000","愛知県","1301560",""
"2016年10月","23000","愛知県","1351030",""
"2016年11月","23000","愛知県","1361080",""
"2016年12月","23000","愛知県","1376420",""
"2017年1月","23000","愛知県","1267390",""
"2017年2月","23000","愛知県","1233020",""
"2017年3月","23000","愛知県","1490450",""
"2017年4月","23000","愛知県","1447140",""
"2017年5月","23000","愛知県","1398380",""
"2017年6月","23000","愛知県","1288840",""
"2017年7月","23000","愛知県","1541470",""
"2017年8月","23000","愛知県","1799530",""
"2017年9月","23000","愛知県","1428140",""
"2017年10月","23000","愛知県","1444770",""
"2017年11月","23000","愛知県","1447430",""
"2017年12月","23000","愛知県","1402830",""
"2018年1月","23000","愛知県","1254880",""
"2018年2月","23000","愛知県","1285170",""
"2018年3月","23000","愛知県","1472930",""
"2018年4月","23000","愛知県","1406600",""
"2018年5月","23000","愛知県","1413200",""
"2018年6月","23000","愛知県","1337900",""
"2018年7月","23000","愛知県","1475950",""
"2018年8月","23000","愛知県","1701410",""
"2018年9月","23000","愛知県","1359350",""
"2018年10月","23000","愛知県","1415220",""
"2018年11月","23000","愛知県","1429660",""
"2018年12月","23000","愛知県","1457580",""
"2019年1月","23000","愛知県","1375060",""
"2019年2月","23000","愛知県","1457930",""
"2019年3月","23000","愛知県","1663150",""
"2019年4月","23000","愛知県","1705640",""
"2019年5月","23000","愛知県","1671550",""
"2019年6月","23000","愛知県","1554440",""
"2019年7月","23000","愛知県","1684860",""
"2019年8月","23000","愛知県","1890510",""
"2019年9月","23000","愛知県","1519660",""
"2019年10月","23000","愛知県","1532250",""
"2019年11月","23000","愛知県","1664580",""
"2019年12月","23000","愛知県","1618120",""
"2020年1月","23000","愛知県","1652630","速報"
"2020年2月","23000","愛知県","1367620","速報"
"2020年3月","23000","愛知県","725100","速報"
"2020年4月","23000","愛知県","361750","速報"
"2020年5月","23000","愛知県","310450","速報"
"2020年6月","23000","愛知県","535030","速報"
"2020年7月","23000","愛知県","776880","速報"
"2020年8月","23000","愛知県","817410","速報"
"2020年9月","23000","愛知県","901720","速報"
"2020年10月","23000","愛知県","1094030","速報"
"2020年11月","23000","愛知県","1140860","速報"
"2020年12月","23000","愛知県","1011310","速報"
"2007年1月","24000","三重県","421110",""
"2007年2月","24000","三重県","385840",""
"2007年3月","24000","三重県","513810",""
"2007年4月","24000","三重県","452840",""
"2007年5月","24000","三重県","509400",""
"2007年6月","24000","三重県","428380",""
"2007年7月","24000","三重県","427550",""
"2007年8月","24000","三重県","605450",""
"2007年9月","24000","三重県","408950",""
"2007年10月","24000","三重県","453140",""
"2007年11月","24000","三重県","477870",""
"2007年12月","24000","三重県","418920",""
"2008年1月","24000","三重県","490320",""
"2008年2月","24000","三重県","469350",""
"2008年3月","24000","三重県","639120",""
"2008年4月","24000","三重県","484520",""
"2008年5月","24000","三重県","518070",""
"2008年6月","24000","三重県","423790",""
"2008年7月","24000","三重県","529500",""
"2008年8月","24000","三重県","757550",""
"2008年9月","24000","三重県","452410",""
"2008年10月","24000","三重県","480280",""
"2008年11月","24000","三重県","525010",""
"2008年12月","24000","三重県","452670",""
"2009年1月","24000","三重県","413620",""
"2009年2月","24000","三重県","362370",""
"2009年3月","24000","三重県","517880",""
"2009年4月","24000","三重県","378850",""
"2009年5月","24000","三重県","426920",""
"2009年6月","24000","三重県","353910",""
"2009年7月","24000","三重県","475900",""
"2009年8月","24000","三重県","659610",""
"2009年9月","24000","三重県","451700",""
"2009年10月","24000","三重県","423370",""
"2009年11月","24000","三重県","446390",""
"2009年12月","24000","三重県","387120",""
"2010年1月","24000","三重県","419510",""
"2010年2月","24000","三重県","385270",""
"2010年3月","24000","三重県","520830",""
"2010年4月","24000","三重県","378290",""
"2010年5月","24000","三重県","436220",""
"2010年6月","24000","三重県","347050",""
"2010年7月","24000","三重県","495010",""
"2010年8月","24000","三重県","735730",""
"2010年9月","24000","三重県","440400",""
"2010年10月","24000","三重県","507420",""
"2010年11月","24000","三重県","505870",""
"2010年12月","24000","三重県","465930",""
"2011年1月","24000","三重県","575400",""
"2011年2月","24000","三重県","521530",""
"2011年3月","24000","三重県","606100",""
"2011年4月","24000","三重県","495960",""
"2011年5月","24000","三重県","634430",""
"2011年6月","24000","三重県","481170",""
"2011年7月","24000","三重県","651200",""
"2011年8月","24000","三重県","1063320",""
"2011年9月","24000","三重県","583830",""
"2011年10月","24000","三重県","663150",""
"2011年11月","24000","三重県","648550",""
"2011年12月","24000","三重県","644040",""
"2012年1月","24000","三重県","560520",""
"2012年2月","24000","三重県","508450",""
"2012年3月","24000","三重県","714190",""
"2012年4月","24000","三重県","617960",""
"2012年5月","24000","三重県","695920",""
"2012年6月","24000","三重県","547760",""
"2012年7月","24000","三重県","698600",""
"2012年8月","24000","三重県","1104060",""
"2012年9月","24000","三重県","618120",""
"2012年10月","24000","三重県","768620",""
"2012年11月","24000","三重県","769160",""
"2012年12月","24000","三重県","731340",""
"2013年1月","24000","三重県","672430",""
"2013年2月","24000","三重県","645000",""
"2013年3月","24000","三重県","894360",""
"2013年4月","24000","三重県","625270",""
"2013年5月","24000","三重県","714030",""
"2013年6月","24000","三重県","591050",""
"2013年7月","24000","三重県","872510",""
"2013年8月","24000","三重県","1278830",""
"2013年9月","24000","三重県","797020",""
"2013年10月","24000","三重県","849960",""
"2013年11月","24000","三重県","932560",""
"2013年12月","24000","三重県","813420",""
"2014年1月","24000","三重県","693590",""
"2014年2月","24000","三重県","620320",""
"2014年3月","24000","三重県","895150",""
"2014年4月","24000","三重県","621830",""
"2014年5月","24000","三重県","730140",""
"2014年6月","24000","三重県","591770",""
"2014年7月","24000","三重県","727350",""
"2014年8月","24000","三重県","1051270",""
"2014年9月","24000","三重県","631520",""
"2014年10月","24000","三重県","727470",""
"2014年11月","24000","三重県","798560",""
"2014年12月","24000","三重県","705400",""
"2015年1月","24000","三重県","661270",""
"2015年2月","24000","三重県","605800",""
"2015年3月","24000","三重県","827280",""
"2015年4月","24000","三重県","661030",""
"2015年5月","24000","三重県","766500",""
"2015年6月","24000","三重県","573550",""
"2015年7月","24000","三重県","824040",""
"2015年8月","24000","三重県","1158950",""
"2015年9月","24000","三重県","791500",""
"2015年10月","24000","三重県","871280",""
"2015年11月","24000","三重県","881200",""
"2015年12月","24000","三重県","836410",""
"2016年1月","24000","三重県","660660",""
"2016年2月","24000","三重県","639130",""
"2016年3月","24000","三重県","814510",""
"2016年4月","24000","三重県","698650",""
"2016年5月","24000","三重県","824340",""
"2016年6月","24000","三重県","613620",""
"2016年7月","24000","三重県","804910",""
"2016年8月","24000","三重県","1125890",""
"2016年9月","24000","三重県","720630",""
"2016年10月","24000","三重県","820130",""
"2016年11月","24000","三重県","787000",""
"2016年12月","24000","三重県","794990",""
"2017年1月","24000","三重県","609880",""
"2017年2月","24000","三重県","575770",""
"2017年3月","24000","三重県","809080",""
"2017年4月","24000","三重県","647270",""
"2017年5月","24000","三重県","722210",""
"2017年6月","24000","三重県","559700",""
"2017年7月","24000","三重県","715820",""
"2017年8月","24000","三重県","983800",""
"2017年9月","24000","三重県","616850",""
"2017年10月","24000","三重県","679750",""
"2017年11月","24000","三重県","730530",""
"2017年12月","24000","三重県","668450",""
"2018年1月","24000","三重県","649650",""
"2018年2月","24000","三重県","620250",""
"2018年3月","24000","三重県","781150",""
"2018年4月","24000","三重県","690600",""
"2018年5月","24000","三重県","661280",""
"2018年6月","24000","三重県","589940",""
"2018年7月","24000","三重県","780100",""
"2018年8月","24000","三重県","1149420",""
"2018年9月","24000","三重県","711030",""
"2018年10月","24000","三重県","755180",""
"2018年11月","24000","三重県","778340",""
"2018年12月","24000","三重県","733720",""
"2019年1月","24000","三重県","589710",""
"2019年2月","24000","三重県","570820",""
"2019年3月","24000","三重県","795230",""
"2019年4月","24000","三重県","749500",""
"2019年5月","24000","三重県","765290",""
"2019年6月","24000","三重県","657770",""
"2019年7月","24000","三重県","748530",""
"2019年8月","24000","三重県","1025970",""
"2019年9月","24000","三重県","622460",""
"2019年10月","24000","三重県","674640",""
"2019年11月","24000","三重県","744950",""
"2019年12月","24000","三重県","655020",""
"2020年1月","24000","三重県","560700","速報"
"2020年2月","24000","三重県","513000","速報"
"2020年3月","24000","三重県","403530","速報"
"2020年4月","24000","三重県","151940","速報"
"2020年5月","24000","三重県","123550","速報"
"2020年6月","24000","三重県","231190","速報"
"2020年7月","24000","三重県","380710","速報"
"2020年8月","24000","三重県","494890","速報"
"2020年9月","24000","三重県","450140","速報"
"2020年10月","24000","三重県","579500","速報"
"2020年11月","24000","三重県","660460","速報"
"2020年12月","24000","三重県","528680","速報"
"2007年1月","25000","滋賀県","173490",""
"2007年2月","25000","滋賀県","173880",""
"2007年3月","25000","滋賀県","240590",""
"2007年4月","25000","滋賀県","280160",""
"2007年5月","25000","滋賀県","271070",""
"2007年6月","25000","滋賀県","223130",""
"2007年7月","25000","滋賀県","216110",""
"2007年8月","25000","滋賀県","329440",""
"2007年9月","25000","滋賀県","227640",""
"2007年10月","25000","滋賀県","240060",""
"2007年11月","25000","滋賀県","290130",""
"2007年12月","25000","滋賀県","207470",""
"2008年1月","25000","滋賀県","173520",""
"2008年2月","25000","滋賀県","177170",""
"2008年3月","25000","滋賀県","245840",""
"2008年4月","25000","滋賀県","269150",""
"2008年5月","25000","滋賀県","258520",""
"2008年6月","25000","滋賀県","205910",""
"2008年7月","25000","滋賀県","228580",""
"2008年8月","25000","滋賀県","330390",""
"2008年9月","25000","滋賀県","216100",""
"2008年10月","25000","滋賀県","243890",""
"2008年11月","25000","滋賀県","291090",""
"2008年12月","25000","滋賀県","201420",""
"2009年1月","25000","滋賀県","159910",""
"2009年2月","25000","滋賀県","149330",""
"2009年3月","25000","滋賀県","225200",""
"2009年4月","25000","滋賀県","228330",""
"2009年5月","25000","滋賀県","205100",""
"2009年6月","25000","滋賀県","149110",""
"2009年7月","25000","滋賀県","197300",""
"2009年8月","25000","滋賀県","299400",""
"2009年9月","25000","滋賀県","211110",""
"2009年10月","25000","滋賀県","231110",""
"2009年11月","25000","滋賀県","257830",""
"2009年12月","25000","滋賀県","187350",""
"2010年1月","25000","滋賀県","196380",""
"2010年2月","25000","滋賀県","194460",""
"2010年3月","25000","滋賀県","296620",""
"2010年4月","25000","滋賀県","278130",""
"2010年5月","25000","滋賀県","301020",""
"2010年6月","25000","滋賀県","236180",""
"2010年7月","25000","滋賀県","262710",""
"2010年8月","25000","滋賀県","371260",""
"2010年9月","25000","滋賀県","253110",""
"2010年10月","25000","滋賀県","274950",""
"2010年11月","25000","滋賀県","290580",""
"2010年12月","25000","滋賀県","223930",""
"2011年1月","25000","滋賀県","245570",""
"2011年2月","25000","滋賀県","242150",""
"2011年3月","25000","滋賀県","340080",""
"2011年4月","25000","滋賀県","372620",""
"2011年5月","25000","滋賀県","414320",""
"2011年6月","25000","滋賀県","316330",""
"2011年7月","25000","滋賀県","366910",""
"2011年8月","25000","滋賀県","573300",""
"2011年9月","25000","滋賀県","349050",""
"2011年10月","25000","滋賀県","379550",""
"2011年11月","25000","滋賀県","402450",""
"2011年12月","25000","滋賀県","308130",""
"2012年1月","25000","滋賀県","249850",""
"2012年2月","25000","滋賀県","245620",""
"2012年3月","25000","滋賀県","344880",""
"2012年4月","25000","滋賀県","358880",""
"2012年5月","25000","滋賀県","358160",""
"2012年6月","25000","滋賀県","290770",""
"2012年7月","25000","滋賀県","407670",""
"2012年8月","25000","滋賀県","608050",""
"2012年9月","25000","滋賀県","341320",""
"2012年10月","25000","滋賀県","334580",""
"2012年11月","25000","滋賀県","383230",""
"2012年12月","25000","滋賀県","294270",""
"2013年1月","25000","滋賀県","218820",""
"2013年2月","25000","滋賀県","219330",""
"2013年3月","25000","滋賀県","316420",""
"2013年4月","25000","滋賀県","375790",""
"2013年5月","25000","滋賀県","369440",""
"2013年6月","25000","滋賀県","294820",""
"2013年7月","25000","滋賀県","367210",""
"2013年8月","25000","滋賀県","561260",""
"2013年9月","25000","滋賀県","345960",""
"2013年10月","25000","滋賀県","326270",""
"2013年11月","25000","滋賀県","381130",""
"2013年12月","25000","滋賀県","298160",""
"2014年1月","25000","滋賀県","276190",""
"2014年2月","25000","滋賀県","255340",""
"2014年3月","25000","滋賀県","395390",""
"2014年4月","25000","滋賀県","413280",""
"2014年5月","25000","滋賀県","420290",""
"2014年6月","25000","滋賀県","330790",""
"2014年7月","25000","滋賀県","396750",""
"2014年8月","25000","滋賀県","611650",""
"2014年9月","25000","滋賀県","365300",""
"2014年10月","25000","滋賀県","382920",""
"2014年11月","25000","滋賀県","430450",""
"2014年12月","25000","滋賀県","350380",""
"2015年1月","25000","滋賀県","326490",""
"2015年2月","25000","滋賀県","325890",""
"2015年3月","25000","滋賀県","437620",""
"2015年4月","25000","滋賀県","460910",""
"2015年5月","25000","滋賀県","494550",""
"2015年6月","25000","滋賀県","412050",""
"2015年7月","25000","滋賀県","485960",""
"2015年8月","25000","滋賀県","661110",""
"2015年9月","25000","滋賀県","447300",""
"2015年10月","25000","滋賀県","465560",""
"2015年11月","25000","滋賀県","474160",""
"2015年12月","25000","滋賀県","401640",""
"2016年1月","25000","滋賀県","285650",""
"2016年2月","25000","滋賀県","307120",""
"2016年3月","25000","滋賀県","406050",""
"2016年4月","25000","滋賀県","430240",""
"2016年5月","25000","滋賀県","426310",""
"2016年6月","25000","滋賀県","346880",""
"2016年7月","25000","滋賀県","434500",""
"2016年8月","25000","滋賀県","619580",""
"2016年9月","25000","滋賀県","368320",""
"2016年10月","25000","滋賀県","422330",""
"2016年11月","25000","滋賀県","431180",""
"2016年12月","25000","滋賀県","353060",""
"2017年1月","25000","滋賀県","266020",""
"2017年2月","25000","滋賀県","269430",""
"2017年3月","25000","滋賀県","386920",""
"2017年4月","25000","滋賀県","412430",""
"2017年5月","25000","滋賀県","448430",""
"2017年6月","25000","滋賀県","354660",""
"2017年7月","25000","滋賀県","419840",""
"2017年8月","25000","滋賀県","593280",""
"2017年9月","25000","滋賀県","369710",""
"2017年10月","25000","滋賀県","372950",""
"2017年11月","25000","滋賀県","412480",""
"2017年12月","25000","滋賀県","343490",""
"2018年1月","25000","滋賀県","258930",""
"2018年2月","25000","滋賀県","266320",""
"2018年3月","25000","滋賀県","369230",""
"2018年4月","25000","滋賀県","431300",""
"2018年5月","25000","滋賀県","420900",""
"2018年6月","25000","滋賀県","350270",""
"2018年7月","25000","滋賀県","421070",""
"2018年8月","25000","滋賀県","664480",""
"2018年9月","25000","滋賀県","426370",""
"2018年10月","25000","滋賀県","412190",""
"2018年11月","25000","滋賀県","448110",""
"2018年12月","25000","滋賀県","362300",""
"2019年1月","25000","滋賀県","290440",""
"2019年2月","25000","滋賀県","304360",""
"2019年3月","25000","滋賀県","426020",""
"2019年4月","25000","滋賀県","472950",""
"2019年5月","25000","滋賀県","476860",""
"2019年6月","25000","滋賀県","368370",""
"2019年7月","25000","滋賀県","433930",""
"2019年8月","25000","滋賀県","633320",""
"2019年9月","25000","滋賀県","410090",""
"2019年10月","25000","滋賀県","393210",""
"2019年11月","25000","滋賀県","448960",""
"2019年12月","25000","滋賀県","357640",""
"2020年1月","25000","滋賀県","273790","速報"
"2020年2月","25000","滋賀県","244700","速報"
"2020年3月","25000","滋賀県","219480","速報"
"2020年4月","25000","滋賀県","91490","速報"
"2020年5月","25000","滋賀県","77430","速報"
"2020年6月","25000","滋賀県","123170","速報"
"2020年7月","25000","滋賀県","200800","速報"
"2020年8月","25000","滋賀県","297020","速報"
"2020年9月","25000","滋賀県","264160","速報"
"2020年10月","25000","滋賀県","269450","速報"
"2020年11月","25000","滋賀県","327100","速報"
"2020年12月","25000","滋賀県","253250","速報"
"2007年1月","26000","京都府","568880",""
"2007年2月","26000","京都府","579310",""
"2007年3月","26000","京都府","795990",""
"2007年4月","26000","京都府","861740",""
"2007年5月","26000","京都府","969290",""
"2007年6月","26000","京都府","767970",""
"2007年7月","26000","京都府","655900",""
"2007年8月","26000","京都府","883970",""
"2007年9月","26000","京都府","740380",""
"2007年10月","26000","京都府","926630",""
"2007年11月","26000","京都府","1028410",""
"2007年12月","26000","京都府","836260",""
"2008年1月","26000","京都府","560140",""
"2008年2月","26000","京都府","591210",""
"2008年3月","26000","京都府","816430",""
"2008年4月","26000","京都府","825570",""
"2008年5月","26000","京都府","909720",""
"2008年6月","26000","京都府","730960",""
"2008年7月","26000","京都府","650300",""
"2008年8月","26000","京都府","809910",""
"2008年9月","26000","京都府","683320",""
"2008年10月","26000","京都府","842540",""
"2008年11月","26000","京都府","949380",""
"2008年12月","26000","京都府","740490",""
"2009年1月","26000","京都府","542200",""
"2009年2月","26000","京都府","534630",""
"2009年3月","26000","京都府","782350",""
"2009年4月","26000","京都府","772920",""
"2009年5月","26000","京都府","701810",""
"2009年6月","26000","京都府","516700",""
"2009年7月","26000","京都府","647490",""
"2009年8月","26000","京都府","822730",""
"2009年9月","26000","京都府","799550",""
"2009年10月","26000","京都府","843150",""
"2009年11月","26000","京都府","886850",""
"2009年12月","26000","京都府","686470",""
"2010年1月","26000","京都府","698330",""
"2010年2月","26000","京都府","735590",""
"2010年3月","26000","京都府","1056390",""
"2010年4月","26000","京都府","1087950",""
"2010年5月","26000","京都府","1185590",""
"2010年6月","26000","京都府","993850",""
"2010年7月","26000","京都府","899270",""
"2010年8月","26000","京都府","1094660",""
"2010年9月","26000","京都府","976330",""
"2010年10月","26000","京都府","1103370",""
"2010年11月","26000","京都府","1187180",""
"2010年12月","26000","京都府","967690",""
"2011年1月","26000","京都府","864080",""
"2011年2月","26000","京都府","896240",""
"2011年3月","26000","京都府","1154050",""
"2011年4月","26000","京都府","1060590",""
"2011年5月","26000","京都府","1297090",""
"2011年6月","26000","京都府","1127730",""
"2011年7月","26000","京都府","1109050",""
"2011年8月","26000","京都府","1427960",""
"2011年9月","26000","京都府","1166270",""
"2011年10月","26000","京都府","1379190",""
"2011年11月","26000","京都府","1618270",""
"2011年12月","26000","京都府","1304590",""
"2012年1月","26000","京都府","931380",""
"2012年2月","26000","京都府","899000",""
"2012年3月","26000","京都府","1293200",""
"2012年4月","26000","京都府","1497830",""
"2012年5月","26000","京都府","1523100",""
"2012年6月","26000","京都府","1293550",""
"2012年7月","26000","京都府","1262910",""
"2012年8月","26000","京都府","1626430",""
"2012年9月","26000","京都府","1309930",""
"2012年10月","26000","京都府","1490890",""
"2012年11月","26000","京都府","1702760",""
"2012年12月","26000","京都府","1409770",""
"2013年1月","26000","京都府","1111080",""
"2013年2月","26000","京都府","1180800",""
"2013年3月","26000","京都府","1655560",""
"2013年4月","26000","京都府","1838750",""
"2013年5月","26000","京都府","1976900",""
"2013年6月","26000","京都府","1742890",""
"2013年7月","26000","京都府","1639300",""
"2013年8月","26000","京都府","2000750",""
"2013年9月","26000","京都府","1651500",""
"2013年10月","26000","京都府","1778310",""
"2013年11月","26000","京都府","1982730",""
"2013年12月","26000","京都府","1528940",""
"2014年1月","26000","京都府","1082180",""
"2014年2月","26000","京都府","1090930",""
"2014年3月","26000","京都府","1512400",""
"2014年4月","26000","京都府","1525250",""
"2014年5月","26000","京都府","1582230",""
"2014年6月","26000","京都府","1295650",""
"2014年7月","26000","京都府","1278090",""
"2014年8月","26000","京都府","1582500",""
"2014年9月","26000","京都府","1336320",""
"2014年10月","26000","京都府","1549540",""
"2014年11月","26000","京都府","1692940",""
"2014年12月","26000","京都府","1458730",""
"2015年1月","26000","京都府","1027010",""
"2015年2月","26000","京都府","1097800",""
"2015年3月","26000","京都府","1476230",""
"2015年4月","26000","京都府","1526500",""
"2015年5月","26000","京都府","1688100",""
"2015年6月","26000","京都府","1450420",""
"2015年7月","26000","京都府","1571880",""
"2015年8月","26000","京都府","1817090",""
"2015年9月","26000","京都府","1590960",""
"2015年10月","26000","京都府","1737770",""
"2015年11月","26000","京都府","1728160",""
"2015年12月","26000","京都府","1543110",""
"2016年1月","26000","京都府","1127080",""
"2016年2月","26000","京都府","1195540",""
"2016年3月","26000","京都府","1513880",""
"2016年4月","26000","京都府","1560910",""
"2016年5月","26000","京都府","1601280",""
"2016年6月","26000","京都府","1473600",""
"2016年7月","26000","京都府","1443610",""
"2016年8月","26000","京都府","1668050",""
"2016年9月","26000","京都府","1421680",""
"2016年10月","26000","京都府","1578490",""
"2016年11月","26000","京都府","1588740",""
"2016年12月","26000","京都府","1476640",""
"2017年1月","26000","京都府","1248790",""
"2017年2月","26000","京都府","1227290",""
"2017年3月","26000","京都府","1629300",""
"2017年4月","26000","京都府","1658790",""
"2017年5月","26000","京都府","1740290",""
"2017年6月","26000","京都府","1473590",""
"2017年7月","26000","京都府","1600140",""
"2017年8月","26000","京都府","1851990",""
"2017年9月","26000","京都府","1541330",""
"2017年10月","26000","京都府","1664910",""
"2017年11月","26000","京都府","1740070",""
"2017年12月","26000","京都府","1545240",""
"2018年1月","26000","京都府","1293740",""
"2018年2月","26000","京都府","1344730",""
"2018年3月","26000","京都府","1739290",""
"2018年4月","26000","京都府","1849940",""
"2018年5月","26000","京都府","1938690",""
"2018年6月","26000","京都府","1657930",""
"2018年7月","26000","京都府","1680710",""
"2018年8月","26000","京都府","1928680",""
"2018年9月","26000","京都府","1575490",""
"2018年10月","26000","京都府","1844280",""
"2018年11月","26000","京都府","1903740",""
"2018年12月","26000","京都府","1693510",""
"2019年1月","26000","京都府","1987960",""
"2019年2月","26000","京都府","2030200",""
"2019年3月","26000","京都府","2684290",""
"2019年4月","26000","京都府","3070530",""
"2019年5月","26000","京都府","2901030",""
"2019年6月","26000","京都府","2449910",""
"2019年7月","26000","京都府","2464370",""
"2019年8月","26000","京都府","2714820",""
"2019年9月","26000","京都府","2455280",""
"2019年10月","26000","京都府","2777070",""
"2019年11月","26000","京都府","2826280",""
"2019年12月","26000","京都府","2387820",""
"2020年1月","26000","京都府","2075700","速報"
"2020年2月","26000","京都府","1569010","速報"
"2020年3月","26000","京都府","1109070","速報"
"2020年4月","26000","京都府","234420","速報"
"2020年5月","26000","京都府","185720","速報"
"2020年6月","26000","京都府","407220","速報"
"2020年7月","26000","京都府","667940","速報"
"2020年8月","26000","京都府","841210","速報"
"2020年9月","26000","京都府","1011090","速報"
"2020年10月","26000","京都府","1274090","速報"
"2020年11月","26000","京都府","1799090","速報"
"2020年12月","26000","京都府","1239590","速報"
"2007年1月","27000","大阪府","1097570",""
"2007年2月","27000","大阪府","1187920",""
"2007年3月","27000","大阪府","1472510",""
"2007年4月","27000","大阪府","1374360",""
"2007年5月","27000","大阪府","1298370",""
"2007年6月","27000","大阪府","1181140",""
"2007年7月","27000","大阪府","1289730",""
"2007年8月","27000","大阪府","1637630",""
"2007年9月","27000","大阪府","1317860",""
"2007年10月","27000","大阪府","1355010",""
"2007年11月","27000","大阪府","1419750",""
"2007年12月","27000","大阪府","1371040",""
"2008年1月","27000","大阪府","1177570",""
"2008年2月","27000","大阪府","1265930",""
"2008年3月","27000","大阪府","1498850",""
"2008年4月","27000","大阪府","1383870",""
"2008年5月","27000","大阪府","1343170",""
"2008年6月","27000","大阪府","1184150",""
