"時点","地域コード","地域","延べ宿泊者数（総数）【人泊】","注記"
"2008年7月","27000","大阪府","1367720",""
"2008年8月","27000","大阪府","1569100",""
"2008年9月","27000","大阪府","1269560",""
"2008年10月","27000","大阪府","1372920",""
"2008年11月","27000","大阪府","1434390",""
"2008年12月","27000","大阪府","1328090",""
"2009年1月","27000","大阪府","1167780",""
"2009年2月","27000","大阪府","1118470",""
"2009年3月","27000","大阪府","1475260",""
"2009年4月","27000","大阪府","1325790",""
"2009年5月","27000","大阪府","1139300",""
"2009年6月","27000","大阪府","989430",""
"2009年7月","27000","大阪府","1331620",""
"2009年8月","27000","大阪府","1613950",""
"2009年9月","27000","大阪府","1327470",""
"2009年10月","27000","大阪府","1378060",""
"2009年11月","27000","大阪府","1413040",""
"2009年12月","27000","大阪府","1426860",""
"2010年1月","27000","大阪府","1434480",""
"2010年2月","27000","大阪府","1481270",""
"2010年3月","27000","大阪府","1880690",""
"2010年4月","27000","大阪府","1621540",""
"2010年5月","27000","大阪府","1598490",""
"2010年6月","27000","大阪府","1420760",""
"2010年7月","27000","大阪府","1658070",""
"2010年8月","27000","大阪府","1893330",""
"2010年9月","27000","大阪府","1577080",""
"2010年10月","27000","大阪府","1702670",""
"2010年11月","27000","大阪府","1686920",""
"2010年12月","27000","大阪府","1664450",""
"2011年1月","27000","大阪府","1590490",""
"2011年2月","27000","大阪府","1599020",""
"2011年3月","27000","大阪府","1976230",""
"2011年4月","27000","大阪府","1567130",""
"2011年5月","27000","大阪府","1643000",""
"2011年6月","27000","大阪府","1572020",""
"2011年7月","27000","大阪府","1949110",""
"2011年8月","27000","大阪府","2402970",""
"2011年9月","27000","大阪府","1917850",""
"2011年10月","27000","大阪府","1820100",""
"2011年11月","27000","大阪府","1821050",""
"2011年12月","27000","大阪府","1905670",""
"2012年1月","27000","大阪府","1635130",""
"2012年2月","27000","大阪府","1589570",""
"2012年3月","27000","大阪府","2047080",""
"2012年4月","27000","大阪府","2132910",""
"2012年5月","27000","大阪府","1964250",""
"2012年6月","27000","大阪府","1768120",""
"2012年7月","27000","大阪府","1958670",""
"2012年8月","27000","大阪府","2339780",""
"2012年9月","27000","大阪府","1790280",""
"2012年10月","27000","大阪府","1967140",""
"2012年11月","27000","大阪府","2084680",""
"2012年12月","27000","大阪府","2066010",""
"2013年1月","27000","大阪府","1622540",""
"2013年2月","27000","大阪府","1747930",""
"2013年3月","27000","大阪府","2106100",""
"2013年4月","27000","大阪府","2015750",""
"2013年5月","27000","大阪府","1879930",""
"2013年6月","27000","大阪府","1776460",""
"2013年7月","27000","大阪府","2009390",""
"2013年8月","27000","大阪府","2381500",""
"2013年9月","27000","大阪府","1930570",""
"2013年10月","27000","大阪府","2091680",""
"2013年11月","27000","大阪府","2147160",""
"2013年12月","27000","大阪府","2172420",""
"2014年1月","27000","大阪府","2051700",""
"2014年2月","27000","大阪府","1941200",""
"2014年3月","27000","大阪府","2464230",""
"2014年4月","27000","大阪府","2389100",""
"2014年5月","27000","大阪府","2309080",""
"2014年6月","27000","大阪府","2126560",""
"2014年7月","27000","大阪府","2394920",""
"2014年8月","27000","大阪府","2763960",""
"2014年9月","27000","大阪府","2329310",""
"2014年10月","27000","大阪府","2504280",""
"2014年11月","27000","大阪府","2513680",""
"2014年12月","27000","大阪府","2581250",""
"2015年1月","27000","大阪府","2157410",""
"2015年2月","27000","大阪府","2154350",""
"2015年3月","27000","大阪府","2644100",""
"2015年4月","27000","大阪府","2496970",""
"2015年5月","27000","大阪府","2444000",""
"2015年6月","27000","大阪府","2301480",""
"2015年7月","27000","大阪府","2664700",""
"2015年8月","27000","大阪府","2979290",""
"2015年9月","27000","大阪府","2592840",""
"2015年10月","27000","大阪府","2706990",""
"2015年11月","27000","大阪府","2533850",""
"2015年12月","27000","大阪府","2690100",""
"2016年1月","27000","大阪府","2307820",""
"2016年2月","27000","大阪府","2319240",""
"2016年3月","27000","大阪府","2664410",""
"2016年4月","27000","大阪府","2559480",""
"2016年5月","27000","大阪府","2417270",""
"2016年6月","27000","大阪府","2378740",""
"2016年7月","27000","大阪府","2808630",""
"2016年8月","27000","大阪府","3012820",""
"2016年9月","27000","大阪府","2540750",""
"2016年10月","27000","大阪府","2724960",""
"2016年11月","27000","大阪府","2571260",""
"2016年12月","27000","大阪府","2705100",""
"2017年1月","27000","大阪府","2454430",""
"2017年2月","27000","大阪府","2481100",""
"2017年3月","27000","大阪府","2925830",""
"2017年4月","27000","大阪府","2798910",""
"2017年5月","27000","大阪府","2702090",""
"2017年6月","27000","大阪府","2665060",""
"2017年7月","27000","大阪府","2892220",""
"2017年8月","27000","大阪府","3134540",""
"2017年9月","27000","大阪府","2687040",""
"2017年10月","27000","大阪府","2919700",""
"2017年11月","27000","大阪府","2826730",""
"2017年12月","27000","大阪府","2724830",""
"2018年1月","27000","大阪府","2718390",""
"2018年2月","27000","大阪府","2861030",""
"2018年3月","27000","大阪府","3331480",""
"2018年4月","27000","大阪府","3283580",""
"2018年5月","27000","大阪府","3214130",""
"2018年6月","27000","大阪府","3077580",""
"2018年7月","27000","大阪府","3555730",""
"2018年8月","27000","大阪府","4099470",""
"2018年9月","27000","大阪府","3122800",""
"2018年10月","27000","大阪府","3508420",""
"2018年11月","27000","大阪府","3530400",""
"2018年12月","27000","大阪府","3594980",""
"2019年1月","27000","大阪府","3390460",""
"2019年2月","27000","大阪府","3560450",""
"2019年3月","27000","大阪府","4077640",""
"2019年4月","27000","大阪府","4129800",""
"2019年5月","27000","大阪府","3985060",""
"2019年6月","27000","大阪府","3841860",""
"2019年7月","27000","大阪府","4181610",""
"2019年8月","27000","大阪府","4570020",""
"2019年9月","27000","大阪府","3768840",""
"2019年10月","27000","大阪府","3975350",""
"2019年11月","27000","大阪府","3997170",""
"2019年12月","27000","大阪府","3949260",""
"2020年1月","27000","大阪府","3541520","速報"
"2020年2月","27000","大阪府","2661690","速報"
"2020年3月","27000","大阪府","1313480","速報"
"2020年4月","27000","大阪府","542560","速報"
"2020年5月","27000","大阪府","384460","速報"
"2020年6月","27000","大阪府","799310","速報"
"2020年7月","27000","大阪府","1047330","速報"
"2020年8月","27000","大阪府","968170","速報"
"2020年9月","27000","大阪府","1227610","速報"
"2020年10月","27000","大阪府","1539860","速報"
"2020年11月","27000","大阪府","1805030","速報"
"2020年12月","27000","大阪府","1292030","速報"
"2007年1月","28000","兵庫県","648060",""
"2007年2月","28000","兵庫県","656230",""
"2007年3月","28000","兵庫県","801490",""
"2007年4月","28000","兵庫県","695490",""
"2007年5月","28000","兵庫県","714930",""
"2007年6月","28000","兵庫県","631640",""
"2007年7月","28000","兵庫県","691690",""
"2007年8月","28000","兵庫県","986770",""
"2007年9月","28000","兵庫県","703930",""
"2007年10月","28000","兵庫県","721860",""
"2007年11月","28000","兵庫県","777110",""
"2007年12月","28000","兵庫県","763280",""
"2008年1月","28000","兵庫県","631050",""
"2008年2月","28000","兵庫県","634340",""
"2008年3月","28000","兵庫県","778640",""
"2008年4月","28000","兵庫県","687430",""
"2008年5月","28000","兵庫県","737700",""
"2008年6月","28000","兵庫県","632010",""
"2008年7月","28000","兵庫県","718450",""
"2008年8月","28000","兵庫県","1001740",""
"2008年9月","28000","兵庫県","678840",""
"2008年10月","28000","兵庫県","706960",""
"2008年11月","28000","兵庫県","781860",""
"2008年12月","28000","兵庫県","730740",""
"2009年1月","28000","兵庫県","631930",""
"2009年2月","28000","兵庫県","610040",""
"2009年3月","28000","兵庫県","791890",""
"2009年4月","28000","兵庫県","638780",""
"2009年5月","28000","兵庫県","613140",""
"2009年6月","28000","兵庫県","542230",""
"2009年7月","28000","兵庫県","679040",""
"2009年8月","28000","兵庫県","956730",""
"2009年9月","28000","兵庫県","685640",""
"2009年10月","28000","兵庫県","702440",""
"2009年11月","28000","兵庫県","717860",""
"2009年12月","28000","兵庫県","713730",""
"2010年1月","28000","兵庫県","763920",""
"2010年2月","28000","兵庫県","764130",""
"2010年3月","28000","兵庫県","955670",""
"2010年4月","28000","兵庫県","759870",""
"2010年5月","28000","兵庫県","841850",""
"2010年6月","28000","兵庫県","713100",""
"2010年7月","28000","兵庫県","787340",""
"2010年8月","28000","兵庫県","1076800",""
"2010年9月","28000","兵庫県","719750",""
"2010年10月","28000","兵庫県","808700",""
"2010年11月","28000","兵庫県","818110",""
"2010年12月","28000","兵庫県","819440",""
"2011年1月","28000","兵庫県","878690",""
"2011年2月","28000","兵庫県","886290",""
"2011年3月","28000","兵庫県","991140",""
"2011年4月","28000","兵庫県","856680",""
"2011年5月","28000","兵庫県","988030",""
"2011年6月","28000","兵庫県","860190",""
"2011年7月","28000","兵庫県","1070040",""
"2011年8月","28000","兵庫県","1472610",""
"2011年9月","28000","兵庫県","936720",""
"2011年10月","28000","兵庫県","957440",""
"2011年11月","28000","兵庫県","990240",""
"2011年12月","28000","兵庫県","1004490",""
"2012年1月","28000","兵庫県","925410",""
"2012年2月","28000","兵庫県","925230",""
"2012年3月","28000","兵庫県","1092910",""
"2012年4月","28000","兵庫県","1000260",""
"2012年5月","28000","兵庫県","1010120",""
"2012年6月","28000","兵庫県","896500",""
"2012年7月","28000","兵庫県","977000",""
"2012年8月","28000","兵庫県","1398890",""
"2012年9月","28000","兵庫県","897340",""
"2012年10月","28000","兵庫県","1010450",""
"2012年11月","28000","兵庫県","1107650",""
"2012年12月","28000","兵庫県","1111370",""
"2013年1月","28000","兵庫県","967430",""
"2013年2月","28000","兵庫県","986390",""
"2013年3月","28000","兵庫県","1172890",""
"2013年4月","28000","兵庫県","1013480",""
"2013年5月","28000","兵庫県","1052270",""
"2013年6月","28000","兵庫県","941230",""
"2013年7月","28000","兵庫県","1137080",""
"2013年8月","28000","兵庫県","1588830",""
"2013年9月","28000","兵庫県","1022380",""
"2013年10月","28000","兵庫県","1033200",""
"2013年11月","28000","兵庫県","1148620",""
"2013年12月","28000","兵庫県","1162290",""
"2014年1月","28000","兵庫県","1037140",""
"2014年2月","28000","兵庫県","974840",""
"2014年3月","28000","兵庫県","1283930",""
"2014年4月","28000","兵庫県","1008350",""
"2014年5月","28000","兵庫県","1106450",""
"2014年6月","28000","兵庫県","960920",""
"2014年7月","28000","兵庫県","1183700",""
"2014年8月","28000","兵庫県","1601560",""
"2014年9月","28000","兵庫県","1106880",""
"2014年10月","28000","兵庫県","1098810",""
"2014年11月","28000","兵庫県","1229120",""
"2014年12月","28000","兵庫県","1167520",""
"2015年1月","28000","兵庫県","999010",""
"2015年2月","28000","兵庫県","995410",""
"2015年3月","28000","兵庫県","1226200",""
"2015年4月","28000","兵庫県","1091360",""
"2015年5月","28000","兵庫県","1188760",""
"2015年6月","28000","兵庫県","1018760",""
"2015年7月","28000","兵庫県","1260420",""
"2015年8月","28000","兵庫県","1618570",""
"2015年9月","28000","兵庫県","1160860",""
"2015年10月","28000","兵庫県","1201980",""
"2015年11月","28000","兵庫県","1217740",""
"2015年12月","28000","兵庫県","1184840",""
"2016年1月","28000","兵庫県","995440",""
"2016年2月","28000","兵庫県","1075730",""
"2016年3月","28000","兵庫県","1222490",""
"2016年4月","28000","兵庫県","1115680",""
"2016年5月","28000","兵庫県","1125970",""
"2016年6月","28000","兵庫県","975810",""
"2016年7月","28000","兵庫県","1211270",""
"2016年8月","28000","兵庫県","1573830",""
"2016年9月","28000","兵庫県","1050010",""
