time	country	variable	value
2014-03-01	Liberia	Number Of Vessels	397
2014-03-01	Liberia	Number Of Vessel (Direct Entrance)	174
2014-03-01	Liberia	Net Tonnages	5637621
2014-03-01	Liberia	Net Tonnages (Direct Entrance)	2684518
2014-04-01	Liberia	Number Of Vessels	397
2014-04-01	Liberia	Number Of Vessel (Direct Entrance)	178
2014-04-01	Liberia	Net Tonnages	4857550
2014-04-01	Liberia	Net Tonnages (Direct Entrance)	2663526
2014-05-01	Liberia	Number Of Vessels	425
2014-05-01	Liberia	Number Of Vessel (Direct Entrance)	183
2014-05-01	Liberia	Net Tonnages	5167237
2014-05-01	Liberia	Net Tonnages (Direct Entrance)	2648595
2014-06-01	Liberia	Number Of Vessels	456
2014-06-01	Liberia	Number Of Vessel (Direct Entrance)	190
2014-06-01	Liberia	Net Tonnages	5315584
2014-06-01	Liberia	Net Tonnages (Direct Entrance)	2648747
2014-07-01	Liberia	Number Of Vessels	458
2014-07-01	Liberia	Number Of Vessel (Direct Entrance)	193
2014-07-01	Liberia	Net Tonnages	5873503
2014-07-01	Liberia	Net Tonnages (Direct Entrance)	2884440
2014-08-01	Liberia	Number Of Vessels	439
2014-08-01	Liberia	Number Of Vessel (Direct Entrance)	190
2014-08-01	Liberia	Net Tonnages	5300116
2014-08-01	Liberia	Net Tonnages (Direct Entrance)	2737681
2014-09-01	Liberia	Number Of Vessels	406
2014-09-01	Liberia	Number Of Vessel (Direct Entrance)	177
2014-09-01	Liberia	Net Tonnages	5149118
2014-09-01	Liberia	Net Tonnages (Direct Entrance)	2665689
2014-10-01	Liberia	Number Of Vessels	435
2014-10-01	Liberia	Number Of Vessel (Direct Entrance)	183
2014-10-01	Liberia	Net Tonnages	6190496
2014-10-01	Liberia	Net Tonnages (Direct Entrance)	2748556
2014-11-01	Liberia	Number Of Vessels	422
2014-11-01	Liberia	Number Of Vessel (Direct Entrance)	188
2014-11-01	Liberia	Net Tonnages	5804601
2014-11-01	Liberia	Net Tonnages (Direct Entrance)	3060067
2014-12-01	Liberia	Number Of Vessels	422
2014-12-01	Liberia	Number Of Vessel (Direct Entrance)	188
2014-12-01	Liberia	Net Tonnages	5743452
2014-12-01	Liberia	Net Tonnages (Direct Entrance)	2808494
2014-01-01	Togo	Number Of Vessels	11
2014-01-01	Togo	Number Of Vessel (Direct Entrance)	7
2014-01-01	Togo	Net Tonnages	12897
2014-01-01	Togo	Net Tonnages (Direct Entrance)	7982
2014-02-01	Togo	Number Of Vessels	13
2014-02-01	Togo	Number Of Vessel (Direct Entrance)	3
2014-02-01	Togo	Net Tonnages	12556
2014-02-01	Togo	Net Tonnages (Direct Entrance)	2239
2014-03-01	Togo	Number Of Vessels	11
2014-03-01	Togo	Number Of Vessel (Direct Entrance)	7
2014-03-01	Togo	Net Tonnages	13941
2014-03-01	Togo	Net Tonnages (Direct Entrance)	8090
2014-04-01	Togo	Number Of Vessels	14
2014-04-01	Togo	Number Of Vessel (Direct Entrance)	9
2014-04-01	Togo	Net Tonnages	10180
2014-04-01	Togo	Net Tonnages (Direct Entrance)	4717
2014-05-01	Togo	Number Of Vessels	35
2014-05-01	Togo	Number Of Vessel (Direct Entrance)	26
2014-05-01	Togo	Net Tonnages	23671
2014-05-01	Togo	Net Tonnages (Direct Entrance)	14201
2014-06-01	Togo	Number Of Vessels	28
2014-06-01	Togo	Number Of Vessel (Direct Entrance)	25
2014-06-01	Togo	Net Tonnages	17447
2014-06-01	Togo	Net Tonnages (Direct Entrance)	13663
2014-07-01	Togo	Number Of Vessels	29
2014-07-01	Togo	Number Of Vessel (Direct Entrance)	27
2014-07-01	Togo	Net Tonnages	10693
2014-07-01	Togo	Net Tonnages (Direct Entrance)	9751
2014-08-01	Togo	Number Of Vessels	36
2014-08-01	Togo	Number Of Vessel (Direct Entrance)	31
2014-08-01	Togo	Net Tonnages	17773
2014-08-01	Togo	Net Tonnages (Direct Entrance)	13146
2014-09-01	Togo	Number Of Vessels	37
2014-09-01	Togo	Number Of Vessel (Direct Entrance)	26
2014-09-01	Togo	Net Tonnages	21191
2014-09-01	Togo	Net Tonnages (Direct Entrance)	10282
2014-10-01	Togo	Number Of Vessels	39
2014-10-01	Togo	Number Of Vessel (Direct Entrance)	31
2014-10-01	Togo	Net Tonnages	19393
2014-10-01	Togo	Net Tonnages (Direct Entrance)	10731
2014-11-01	Togo	Number Of Vessels	30
2014-11-01	Togo	Number Of Vessel (Direct Entrance)	22
2014-11-01	Togo	Net Tonnages	16634
2014-11-01	Togo	Net Tonnages (Direct Entrance)	9228
2014-12-01	Togo	Number Of Vessels	24
2014-12-01	Togo	Number Of Vessel (Direct Entrance)	18
2014-12-01	Togo	Net Tonnages	19346
2014-12-01	Togo	Net Tonnages (Direct Entrance)	10971
2014-01-01	Comoros	Number Of Vessels	1
2014-01-01	Comoros	Number Of Vessel (Direct Entrance)	1
2014-01-01	Comoros	Net Tonnages	2370
2014-01-01	Comoros	Net Tonnages (Direct Entrance)	2370
2014-02-01	Comoros	Number Of Vessels	1
2014-02-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-02-01	Comoros	Net Tonnages	2370
2014-02-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-03-01	Comoros	Number Of Vessels	0
2014-03-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-03-01	Comoros	Net Tonnages	0
2014-03-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-04-01	Comoros	Number Of Vessels	0
2014-04-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-04-01	Comoros	Net Tonnages	0
2014-04-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-05-01	Comoros	Number Of Vessels	0
2014-05-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-05-01	Comoros	Net Tonnages	0
2014-05-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-06-01	Comoros	Number Of Vessels	0
2014-06-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-06-01	Comoros	Net Tonnages	0
2014-06-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-07-01	Comoros	Number Of Vessels	0
2014-07-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-07-01	Comoros	Net Tonnages	0
2014-07-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-08-01	Comoros	Number Of Vessels	0
2014-08-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-08-01	Comoros	Net Tonnages	0
2014-08-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-09-01	Comoros	Number Of Vessels	0
2014-09-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-09-01	Comoros	Net Tonnages	0
2014-09-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-10-01	Comoros	Number Of Vessels	0
2014-10-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-10-01	Comoros	Net Tonnages	0
2014-10-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-11-01	Comoros	Number Of Vessels	0
2014-11-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-11-01	Comoros	Net Tonnages	0
2014-11-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-12-01	Comoros	Number Of Vessels	0
2014-12-01	Comoros	Number Of Vessel (Direct Entrance)	0
2014-12-01	Comoros	Net Tonnages	0
2014-12-01	Comoros	Net Tonnages (Direct Entrance)	0
2014-01-01	Australia	Number Of Vessels	4
2014-01-01	Australia	Number Of Vessel (Direct Entrance)	4
2014-01-01	Australia	Net Tonnages	126012
2014-01-01	Australia	Net Tonnages (Direct Entrance)	126012
2014-02-01	Australia	Number Of Vessels	3
2014-02-01	Australia	Number Of Vessel (Direct Entrance)	3
2014-02-01	Australia	Net Tonnages	94509
2014-02-01	Australia	Net Tonnages (Direct Entrance)	94509
2014-03-01	Australia	Number Of Vessels	4
2014-03-01	Australia	Number Of Vessel (Direct Entrance)	4
2014-03-01	Australia	Net Tonnages	126012
2014-03-01	Australia	Net Tonnages (Direct Entrance)	126012
2014-04-01	Australia	Number Of Vessels	6
2014-04-01	Australia	Number Of Vessel (Direct Entrance)	6
2014-04-01	Australia	Net Tonnages	189018
2014-04-01	Australia	Net Tonnages (Direct Entrance)	189018
2014-05-01	Australia	Number Of Vessels	3
2014-05-01	Australia	Number Of Vessel (Direct Entrance)	3
2014-05-01	Australia	Net Tonnages	94509
2014-05-01	Australia	Net Tonnages (Direct Entrance)	94509
2014-06-01	Australia	Number Of Vessels	3
2014-06-01	Australia	Number Of Vessel (Direct Entrance)	3
2014-06-01	Australia	Net Tonnages	94509
2014-06-01	Australia	Net Tonnages (Direct Entrance)	94509
2014-07-01	Australia	Number Of Vessels	3
2014-07-01	Australia	Number Of Vessel (Direct Entrance)	3
2014-07-01	Australia	Net Tonnages	94509
2014-07-01	Australia	Net Tonnages (Direct Entrance)	94509
2014-08-01	Australia	Number Of Vessels	4
2014-08-01	Australia	Number Of Vessel (Direct Entrance)	4
2014-08-01	Australia	Net Tonnages	126012
2014-08-01	Australia	Net Tonnages (Direct Entrance)	126012
2014-09-01	Australia	Number Of Vessels	3
2014-09-01	Australia	Number Of Vessel (Direct Entrance)	3
2014-09-01	Australia	Net Tonnages	94509
2014-09-01	Australia	Net Tonnages (Direct Entrance)	94509
2014-10-01	Australia	Number Of Vessels	3
2014-10-01	Australia	Number Of Vessel (Direct Entrance)	3
2014-10-01	Australia	Net Tonnages	94509
2014-10-01	Australia	Net Tonnages (Direct Entrance)	94509
2014-11-01	Australia	Number Of Vessels	3
2014-11-01	Australia	Number Of Vessel (Direct Entrance)	3
2014-11-01	Australia	Net Tonnages	94509
2014-11-01	Australia	Net Tonnages (Direct Entrance)	94509
2014-12-01	Australia	Number Of Vessels	5
2014-12-01	Australia	Number Of Vessel (Direct Entrance)	5
2014-12-01	Australia	Net Tonnages	157515
2014-12-01	Australia	Net Tonnages (Direct Entrance)	157515
2014-01-01	Papua New Guinea	Number Of Vessels	0
2014-01-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	0
2014-01-01	Papua New Guinea	Net Tonnages	0
2014-01-01	Papua New Guinea	Net Tonnages (Direct Entrance)	0
2014-02-01	Papua New Guinea	Number Of Vessels	0
2014-02-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	0
2014-02-01	Papua New Guinea	Net Tonnages	0
2014-02-01	Papua New Guinea	Net Tonnages (Direct Entrance)	0
2014-03-01	Papua New Guinea	Number Of Vessels	2
2014-03-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	1
2014-03-01	Papua New Guinea	Net Tonnages	678
2014-03-01	Papua New Guinea	Net Tonnages (Direct Entrance)	339
2014-04-01	Papua New Guinea	Number Of Vessels	0
2014-04-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	0
2014-04-01	Papua New Guinea	Net Tonnages	0
2014-04-01	Papua New Guinea	Net Tonnages (Direct Entrance)	0
2014-05-01	Papua New Guinea	Number Of Vessels	3
2014-05-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	1
2014-05-01	Papua New Guinea	Net Tonnages	1017
2014-05-01	Papua New Guinea	Net Tonnages (Direct Entrance)	339
2014-06-01	Papua New Guinea	Number Of Vessels	2
2014-06-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	0
2014-06-01	Papua New Guinea	Net Tonnages	678
2014-06-01	Papua New Guinea	Net Tonnages (Direct Entrance)	0
2014-07-01	Papua New Guinea	Number Of Vessels	0
2014-07-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	0
2014-07-01	Papua New Guinea	Net Tonnages	0
2014-07-01	Papua New Guinea	Net Tonnages (Direct Entrance)	0
2014-08-01	Papua New Guinea	Number Of Vessels	0
2014-08-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	0
2014-08-01	Papua New Guinea	Net Tonnages	0
2014-08-01	Papua New Guinea	Net Tonnages (Direct Entrance)	0
2014-09-01	Papua New Guinea	Number Of Vessels	0
2014-09-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	0
2014-09-01	Papua New Guinea	Net Tonnages	0
2014-09-01	Papua New Guinea	Net Tonnages (Direct Entrance)	0
2014-10-01	Papua New Guinea	Number Of Vessels	0
2014-10-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	0
2014-10-01	Papua New Guinea	Net Tonnages	0
2014-10-01	Papua New Guinea	Net Tonnages (Direct Entrance)	0
2014-11-01	Papua New Guinea	Number Of Vessels	0
2014-11-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	0
2014-11-01	Papua New Guinea	Net Tonnages	0
2014-11-01	Papua New Guinea	Net Tonnages (Direct Entrance)	0
2014-12-01	Papua New Guinea	Number Of Vessels	0
2014-12-01	Papua New Guinea	Number Of Vessel (Direct Entrance)	0
2014-12-01	Papua New Guinea	Net Tonnages	0
2014-12-01	Papua New Guinea	Net Tonnages (Direct Entrance)	0
2014-01-01	Cook	Number Of Vessels	0
2014-01-01	Cook	Number Of Vessel (Direct Entrance)	0
2014-01-01	Cook	Net Tonnages	0
2014-01-01	Cook	Net Tonnages (Direct Entrance)	0
2014-02-01	Cook	Number Of Vessels	0
2014-02-01	Cook	Number Of Vessel (Direct Entrance)	0
2014-02-01	Cook	Net Tonnages	0
2014-02-01	Cook	Net Tonnages (Direct Entrance)	0
2014-03-01	Cook	Number Of Vessels	0
2014-03-01	Cook	Number Of Vessel (Direct Entrance)	0
2014-03-01	Cook	Net Tonnages	0
2014-03-01	Cook	Net Tonnages (Direct Entrance)	0
2014-04-01	Cook	Number Of Vessels	2
2014-04-01	Cook	Number Of Vessel (Direct Entrance)	1
2014-04-01	Cook	Net Tonnages	9264
2014-04-01	Cook	Net Tonnages (Direct Entrance)	4632
2014-05-01	Cook	Number Of Vessels	2
2014-05-01	Cook	Number Of Vessel (Direct Entrance)	1
2014-05-01	Cook	Net Tonnages	9264
2014-05-01	Cook	Net Tonnages (Direct Entrance)	4632
2014-06-01	Cook	Number Of Vessels	0
2014-06-01	Cook	Number Of Vessel (Direct Entrance)	0
2014-06-01	Cook	Net Tonnages	0
2014-06-01	Cook	Net Tonnages (Direct Entrance)	0
2014-07-01	Cook	Number Of Vessels	5
2014-07-01	Cook	Number Of Vessel (Direct Entrance)	2
2014-07-01	Cook	Net Tonnages	23160
2014-07-01	Cook	Net Tonnages (Direct Entrance)	9264
2014-08-01	Cook	Number Of Vessels	0
2014-08-01	Cook	Number Of Vessel (Direct Entrance)	0
2014-08-01	Cook	Net Tonnages	0
2014-08-01	Cook	Net Tonnages (Direct Entrance)	0
2014-09-01	Cook	Number Of Vessels	0
2014-09-01	Cook	Number Of Vessel (Direct Entrance)	0
2014-09-01	Cook	Net Tonnages	0
2014-09-01	Cook	Net Tonnages (Direct Entrance)	0
2014-10-01	Cook	Number Of Vessels	0
2014-10-01	Cook	Number Of Vessel (Direct Entrance)	0
2014-10-01	Cook	Net Tonnages	0
2014-10-01	Cook	Net Tonnages (Direct Entrance)	0
2014-11-01	Cook	Number Of Vessels	0
2014-11-01	Cook	Number Of Vessel (Direct Entrance)	0
2014-11-01	Cook	Net Tonnages	0
2014-11-01	Cook	Net Tonnages (Direct Entrance)	0
2014-12-01	Cook	Number Of Vessels	0
2014-12-01	Cook	Number Of Vessel (Direct Entrance)	0
2014-12-01	Cook	Net Tonnages	0
2014-12-01	Cook	Net Tonnages (Direct Entrance)	0
2014-01-01	Niue	Number Of Vessels	4
2014-01-01	Niue	Number Of Vessel (Direct Entrance)	2
2014-01-01	Niue	Net Tonnages	5826
2014-01-01	Niue	Net Tonnages (Direct Entrance)	2913
2014-02-01	Niue	Number Of Vessels	7
2014-02-01	Niue	Number Of Vessel (Direct Entrance)	2
2014-02-01	Niue	Net Tonnages	11383
2014-02-01	Niue	Net Tonnages (Direct Entrance)	3172
2014-03-01	Niue	Number Of Vessels	1
2014-03-01	Niue	Number Of Vessel (Direct Entrance)	1
2014-03-01	Niue	Net Tonnages	1305
2014-03-01	Niue	Net Tonnages (Direct Entrance)	1305
2014-04-01	Niue	Number Of Vessels	4
2014-04-01	Niue	Number Of Vessel (Direct Entrance)	2
2014-04-01	Niue	Net Tonnages	6184
2014-04-01	Niue	Net Tonnages (Direct Entrance)	3092
2014-05-01	Niue	Number Of Vessels	6
2014-05-01	Niue	Number Of Vessel (Direct Entrance)	4
2014-05-01	Niue	Net Tonnages	11797
2014-05-01	Niue	Net Tonnages (Direct Entrance)	8143
2014-06-01	Niue	Number Of Vessels	9
2014-06-01	Niue	Number Of Vessel (Direct Entrance)	5
2014-06-01	Niue	Net Tonnages	15221
2014-06-01	Niue	Net Tonnages (Direct Entrance)	8475
2014-07-01	Niue	Number Of Vessels	9
2014-07-01	Niue	Number Of Vessel (Direct Entrance)	4
2014-07-01	Niue	Net Tonnages	17686
2014-07-01	Niue	Net Tonnages (Direct Entrance)	7964
2014-08-01	Niue	Number Of Vessels	14
2014-08-01	Niue	Number Of Vessel (Direct Entrance)	4
2014-08-01	Niue	Net Tonnages	25295
2014-08-01	Niue	Net Tonnages (Direct Entrance)	7170
2014-09-01	Niue	Number Of Vessels	10
2014-09-01	Niue	Number Of Vessel (Direct Entrance)	5
2014-09-01	Niue	Net Tonnages	19161
2014-09-01	Niue	Net Tonnages (Direct Entrance)	10204
2014-10-01	Niue	Number Of Vessels	6
2014-10-01	Niue	Number Of Vessel (Direct Entrance)	2
2014-10-01	Niue	Net Tonnages	10766
2014-10-01	Niue	Net Tonnages (Direct Entrance)	3516
2014-11-01	Niue	Number Of Vessels	3
2014-11-01	Niue	Number Of Vessel (Direct Entrance)	1
2014-11-01	Niue	Net Tonnages	5303
2014-11-01	Niue	Net Tonnages (Direct Entrance)	1758
2014-12-01	Niue	Number Of Vessels	1
2014-12-01	Niue	Number Of Vessel (Direct Entrance)	1
2014-12-01	Niue	Net Tonnages	1608
2014-12-01	Niue	Net Tonnages (Direct Entrance)	1608
2014-01-01	Vanuatu	Number Of Vessels	21
2014-01-01	Vanuatu	Number Of Vessel (Direct Entrance)	9
2014-01-01	Vanuatu	Net Tonnages	137952
2014-01-01	Vanuatu	Net Tonnages (Direct Entrance)	62049
2014-02-01	Vanuatu	Number Of Vessels	30
2014-02-01	Vanuatu	Number Of Vessel (Direct Entrance)	13
2014-02-01	Vanuatu	Net Tonnages	244603
2014-02-01	Vanuatu	Net Tonnages (Direct Entrance)	127008
2014-03-01	Vanuatu	Number Of Vessels	25
2014-03-01	Vanuatu	Number Of Vessel (Direct Entrance)	13
2014-03-01	Vanuatu	Net Tonnages	212392
2014-03-01	Vanuatu	Net Tonnages (Direct Entrance)	122673
2014-04-01	Vanuatu	Number Of Vessels	23
2014-04-01	Vanuatu	Number Of Vessel (Direct Entrance)	10
2014-04-01	Vanuatu	Net Tonnages	194961
2014-04-01	Vanuatu	Net Tonnages (Direct Entrance)	57827
2014-05-01	Vanuatu	Number Of Vessels	22
2014-05-01	Vanuatu	Number Of Vessel (Direct Entrance)	14
2014-05-01	Vanuatu	Net Tonnages	187777
2014-05-01	Vanuatu	Net Tonnages (Direct Entrance)	139497
2014-06-01	Vanuatu	Number Of Vessels	25
2014-06-01	Vanuatu	Number Of Vessel (Direct Entrance)	10
2014-06-01	Vanuatu	Net Tonnages	199914
2014-06-01	Vanuatu	Net Tonnages (Direct Entrance)	96872
2014-07-01	Vanuatu	Number Of Vessels	20
2014-07-01	Vanuatu	Number Of Vessel (Direct Entrance)	13
2014-07-01	Vanuatu	Net Tonnages	198775
2014-07-01	Vanuatu	Net Tonnages (Direct Entrance)	133447
2014-08-01	Vanuatu	Number Of Vessels	23
2014-08-01	Vanuatu	Number Of Vessel (Direct Entrance)	13
2014-08-01	Vanuatu	Net Tonnages	183137
2014-08-01	Vanuatu	Net Tonnages (Direct Entrance)	103910
2014-09-01	Vanuatu	Number Of Vessels	28
2014-09-01	Vanuatu	Number Of Vessel (Direct Entrance)	13
2014-09-01	Vanuatu	Net Tonnages	229707
2014-09-01	Vanuatu	Net Tonnages (Direct Entrance)	114400
2014-10-01	Vanuatu	Number Of Vessels	42
2014-10-01	Vanuatu	Number Of Vessel (Direct Entrance)	15
2014-10-01	Vanuatu	Net Tonnages	398184
2014-10-01	Vanuatu	Net Tonnages (Direct Entrance)	164130
2014-11-01	Vanuatu	Number Of Vessels	28
2014-11-01	Vanuatu	Number Of Vessel (Direct Entrance)	10
2014-11-01	Vanuatu	Net Tonnages	324134
2014-11-01	Vanuatu	Net Tonnages (Direct Entrance)	117685
2014-12-01	Vanuatu	Number Of Vessels	31
2014-12-01	Vanuatu	Number Of Vessel (Direct Entrance)	9
2014-12-01	Vanuatu	Net Tonnages	240858
2014-12-01	Vanuatu	Net Tonnages (Direct Entrance)	78557
2014-01-01	Kiribati	Number Of Vessels	39
2014-01-01	Kiribati	Number Of Vessel (Direct Entrance)	17
2014-01-01	Kiribati	Net Tonnages	58012
2014-01-01	Kiribati	Net Tonnages (Direct Entrance)	26548
2014-02-01	Kiribati	Number Of Vessels	27
2014-02-01	Kiribati	Number Of Vessel (Direct Entrance)	9
2014-02-01	Kiribati	Net Tonnages	44736
2014-02-01	Kiribati	Net Tonnages (Direct Entrance)	15512
2014-03-01	Kiribati	Number Of Vessels	49
2014-03-01	Kiribati	Number Of Vessel (Direct Entrance)	22
2014-03-01	Kiribati	Net Tonnages	69100
2014-03-01	Kiribati	Net Tonnages (Direct Entrance)	31765
2014-04-01	Kiribati	Number Of Vessels	38
2014-04-01	Kiribati	Number Of Vessel (Direct Entrance)	19
2014-04-01	Kiribati	Net Tonnages	58816
2014-04-01	Kiribati	Net Tonnages (Direct Entrance)	32708
2014-05-01	Kiribati	Number Of Vessels	28
2014-05-01	Kiribati	Number Of Vessel (Direct Entrance)	13
2014-05-01	Kiribati	Net Tonnages	38863
2014-05-01	Kiribati	Net Tonnages (Direct Entrance)	16278
2014-06-01	Kiribati	Number Of Vessels	21
2014-06-01	Kiribati	Number Of Vessel (Direct Entrance)	12
2014-06-01	Kiribati	Net Tonnages	42279
2014-06-01	Kiribati	Net Tonnages (Direct Entrance)	27353
2014-07-01	Kiribati	Number Of Vessels	29
2014-07-01	Kiribati	Number Of Vessel (Direct Entrance)	14
2014-07-01	Kiribati	Net Tonnages	41681
2014-07-01	Kiribati	Net Tonnages (Direct Entrance)	19869
2014-08-01	Kiribati	Number Of Vessels	23
2014-08-01	Kiribati	Number Of Vessel (Direct Entrance)	13
2014-08-01	Kiribati	Net Tonnages	35880
2014-08-01	Kiribati	Net Tonnages (Direct Entrance)	19154
2014-09-01	Kiribati	Number Of Vessels	25
2014-09-01	Kiribati	Number Of Vessel (Direct Entrance)	13
2014-09-01	Kiribati	Net Tonnages	39337
2014-09-01	Kiribati	Net Tonnages (Direct Entrance)	22001
2014-10-01	Kiribati	Number Of Vessels	26
2014-10-01	Kiribati	Number Of Vessel (Direct Entrance)	12
2014-10-01	Kiribati	Net Tonnages	58160
2014-10-01	Kiribati	Net Tonnages (Direct Entrance)	32707
2014-11-01	Kiribati	Number Of Vessels	26
2014-11-01	Kiribati	Number Of Vessel (Direct Entrance)	13
2014-11-01	Kiribati	Net Tonnages	49349
2014-11-01	Kiribati	Net Tonnages (Direct Entrance)	22936
2014-12-01	Kiribati	Number Of Vessels	20
2014-12-01	Kiribati	Number Of Vessel (Direct Entrance)	10
2014-12-01	Kiribati	Net Tonnages	28586
2014-12-01	Kiribati	Net Tonnages (Direct Entrance)	14992
2014-01-01	Guam (USA)	Number Of Vessels	0
2014-01-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-01-01	Guam (USA)	Net Tonnages	0
2014-01-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-02-01	Guam (USA)	Number Of Vessels	0
2014-02-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-02-01	Guam (USA)	Net Tonnages	0
2014-02-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-03-01	Guam (USA)	Number Of Vessels	0
2014-03-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-03-01	Guam (USA)	Net Tonnages	0
2014-03-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-04-01	Guam (USA)	Number Of Vessels	0
2014-04-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-04-01	Guam (USA)	Net Tonnages	0
2014-04-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-05-01	Guam (USA)	Number Of Vessels	0
2014-05-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-05-01	Guam (USA)	Net Tonnages	0
2014-05-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-06-01	Guam (USA)	Number Of Vessels	0
2014-06-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-06-01	Guam (USA)	Net Tonnages	0
2014-06-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-07-01	Guam (USA)	Number Of Vessels	1
2014-07-01	Guam (USA)	Number Of Vessel (Direct Entrance)	1
2014-07-01	Guam (USA)	Net Tonnages	2471
2014-07-01	Guam (USA)	Net Tonnages (Direct Entrance)	2471
2014-08-01	Guam (USA)	Number Of Vessels	0
2014-08-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-08-01	Guam (USA)	Net Tonnages	0
2014-08-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-09-01	Guam (USA)	Number Of Vessels	0
2014-09-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-09-01	Guam (USA)	Net Tonnages	0
2014-09-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-10-01	Guam (USA)	Number Of Vessels	0
2014-10-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-10-01	Guam (USA)	Net Tonnages	0
2014-10-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-11-01	Guam (USA)	Number Of Vessels	0
2014-11-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-11-01	Guam (USA)	Net Tonnages	0
2014-11-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-12-01	Guam (USA)	Number Of Vessels	0
2014-12-01	Guam (USA)	Number Of Vessel (Direct Entrance)	0
2014-12-01	Guam (USA)	Net Tonnages	0
2014-12-01	Guam (USA)	Net Tonnages (Direct Entrance)	0
2014-01-01	Tuvalu	Number Of Vessels	9
2014-01-01	Tuvalu	Number Of Vessel (Direct Entrance)	4
2014-01-01	Tuvalu	Net Tonnages	12353
2014-01-01	Tuvalu	Net Tonnages (Direct Entrance)	5298
2014-02-01	Tuvalu	Number Of Vessels	4
2014-02-01	Tuvalu	Number Of Vessel (Direct Entrance)	4
2014-02-01	Tuvalu	Net Tonnages	5897
2014-02-01	Tuvalu	Net Tonnages (Direct Entrance)	5897
2014-03-01	Tuvalu	Number Of Vessels	6
2014-03-01	Tuvalu	Number Of Vessel (Direct Entrance)	3
2014-03-01	Tuvalu	Net Tonnages	8347
2014-03-01	Tuvalu	Net Tonnages (Direct Entrance)	4140
2014-04-01	Tuvalu	Number Of Vessels	11
2014-04-01	Tuvalu	Number Of Vessel (Direct Entrance)	5
2014-04-01	Tuvalu	Net Tonnages	26920
2014-04-01	Tuvalu	Net Tonnages (Direct Entrance)	19704
2014-05-01	Tuvalu	Number Of Vessels	8
2014-05-01	Tuvalu	Number Of Vessel (Direct Entrance)	4
2014-05-01	Tuvalu	Net Tonnages	11794
2014-05-01	Tuvalu	Net Tonnages (Direct Entrance)	5897
2014-06-01	Tuvalu	Number Of Vessels	8
2014-06-01	Tuvalu	Number Of Vessel (Direct Entrance)	6
2014-06-01	Tuvalu	Net Tonnages	10730
2014-06-01	Tuvalu	Net Tonnages (Direct Entrance)	7748
2014-07-01	Tuvalu	Number Of Vessels	2
2014-07-01	Tuvalu	Number Of Vessel (Direct Entrance)	2
