time	country	variable	value
2015-11-01	Thailand	Net Tonnages	138522
2015-11-01	Thailand	Net Tonnages (Direct Entrance)	40940
2015-12-01	Thailand	Number Of Vessels	30
2015-12-01	Thailand	Number Of Vessel (Direct Entrance)	12
2015-12-01	Thailand	Net Tonnages	188158
2015-12-01	Thailand	Net Tonnages (Direct Entrance)	76028
2015-01-01	Singapore	Number Of Vessels	475
2015-01-01	Singapore	Number Of Vessel (Direct Entrance)	189
2015-01-01	Singapore	Net Tonnages	6896280
2015-01-01	Singapore	Net Tonnages (Direct Entrance)	3059772
2015-02-01	Singapore	Number Of Vessels	410
2015-02-01	Singapore	Number Of Vessel (Direct Entrance)	156
2015-02-01	Singapore	Net Tonnages	5423409
2015-02-01	Singapore	Net Tonnages (Direct Entrance)	2247903
2015-03-01	Singapore	Number Of Vessels	560
2015-03-01	Singapore	Number Of Vessel (Direct Entrance)	225
2015-03-01	Singapore	Net Tonnages	8051393
2015-03-01	Singapore	Net Tonnages (Direct Entrance)	3479927
2015-04-01	Singapore	Number Of Vessels	535
2015-04-01	Singapore	Number Of Vessel (Direct Entrance)	198
2015-04-01	Singapore	Net Tonnages	6819273
2015-04-01	Singapore	Net Tonnages (Direct Entrance)	2745430
2015-05-01	Singapore	Number Of Vessels	510
2015-05-01	Singapore	Number Of Vessel (Direct Entrance)	195
2015-05-01	Singapore	Net Tonnages	6261842
2015-05-01	Singapore	Net Tonnages (Direct Entrance)	2818257
2015-06-01	Singapore	Number Of Vessels	505
2015-06-01	Singapore	Number Of Vessel (Direct Entrance)	198
2015-06-01	Singapore	Net Tonnages	6319780
2015-06-01	Singapore	Net Tonnages (Direct Entrance)	2553163
2015-07-01	Singapore	Number Of Vessels	526
2015-07-01	Singapore	Number Of Vessel (Direct Entrance)	196
2015-07-01	Singapore	Net Tonnages	6718618
2015-07-01	Singapore	Net Tonnages (Direct Entrance)	2718917
2015-08-01	Singapore	Number Of Vessels	548
2015-08-01	Singapore	Number Of Vessel (Direct Entrance)	210
2015-08-01	Singapore	Net Tonnages	6782633
2015-08-01	Singapore	Net Tonnages (Direct Entrance)	2738678
2015-09-01	Singapore	Number Of Vessels	551
2015-09-01	Singapore	Number Of Vessel (Direct Entrance)	204
2015-09-01	Singapore	Net Tonnages	7400234
2015-09-01	Singapore	Net Tonnages (Direct Entrance)	2957476
2015-10-01	Singapore	Number Of Vessels	576
2015-10-01	Singapore	Number Of Vessel (Direct Entrance)	216
2015-10-01	Singapore	Net Tonnages	7175786
2015-10-01	Singapore	Net Tonnages (Direct Entrance)	2940329
2015-11-01	Singapore	Number Of Vessels	529
2015-11-01	Singapore	Number Of Vessel (Direct Entrance)	204
2015-11-01	Singapore	Net Tonnages	6804205
2015-11-01	Singapore	Net Tonnages (Direct Entrance)	2940117
2015-12-01	Singapore	Number Of Vessels	513
2015-12-01	Singapore	Number Of Vessel (Direct Entrance)	194
2015-12-01	Singapore	Net Tonnages	6235800
2015-12-01	Singapore	Net Tonnages (Direct Entrance)	2596711
2015-01-01	Malaysia	Number Of Vessels	63
2015-01-01	Malaysia	Number Of Vessel (Direct Entrance)	32
2015-01-01	Malaysia	Net Tonnages	978476
2015-01-01	Malaysia	Net Tonnages (Direct Entrance)	666323
2015-02-01	Malaysia	Number Of Vessels	61
2015-02-01	Malaysia	Number Of Vessel (Direct Entrance)	34
2015-02-01	Malaysia	Net Tonnages	776763
2015-02-01	Malaysia	Net Tonnages (Direct Entrance)	671784
2015-03-01	Malaysia	Number Of Vessels	72
2015-03-01	Malaysia	Number Of Vessel (Direct Entrance)	34
2015-03-01	Malaysia	Net Tonnages	831585
2015-03-01	Malaysia	Net Tonnages (Direct Entrance)	692465
2015-04-01	Malaysia	Number Of Vessels	54
2015-04-01	Malaysia	Number Of Vessel (Direct Entrance)	30
2015-04-01	Malaysia	Net Tonnages	686444
2015-04-01	Malaysia	Net Tonnages (Direct Entrance)	585853
2015-05-01	Malaysia	Number Of Vessels	51
2015-05-01	Malaysia	Number Of Vessel (Direct Entrance)	25
2015-05-01	Malaysia	Net Tonnages	762231
2015-05-01	Malaysia	Net Tonnages (Direct Entrance)	541282
2015-06-01	Malaysia	Number Of Vessels	39
2015-06-01	Malaysia	Number Of Vessel (Direct Entrance)	22
2015-06-01	Malaysia	Net Tonnages	492362
2015-06-01	Malaysia	Net Tonnages (Direct Entrance)	418621
2015-07-01	Malaysia	Number Of Vessels	58
2015-07-01	Malaysia	Number Of Vessel (Direct Entrance)	32
2015-07-01	Malaysia	Net Tonnages	778734
2015-07-01	Malaysia	Net Tonnages (Direct Entrance)	668146
2015-08-01	Malaysia	Number Of Vessels	47
2015-08-01	Malaysia	Number Of Vessel (Direct Entrance)	28
2015-08-01	Malaysia	Net Tonnages	686501
2015-08-01	Malaysia	Net Tonnages (Direct Entrance)	623846
2015-09-01	Malaysia	Number Of Vessels	48
2015-09-01	Malaysia	Number Of Vessel (Direct Entrance)	24
2015-09-01	Malaysia	Net Tonnages	574300
2015-09-01	Malaysia	Net Tonnages (Direct Entrance)	486988
2015-10-01	Malaysia	Number Of Vessels	49
2015-10-01	Malaysia	Number Of Vessel (Direct Entrance)	29
2015-10-01	Malaysia	Net Tonnages	673871
2015-10-01	Malaysia	Net Tonnages (Direct Entrance)	603144
2015-11-01	Malaysia	Number Of Vessels	47
2015-11-01	Malaysia	Number Of Vessel (Direct Entrance)	28
2015-11-01	Malaysia	Net Tonnages	663224
2015-11-01	Malaysia	Net Tonnages (Direct Entrance)	585835
2015-12-01	Malaysia	Number Of Vessels	64
2015-12-01	Malaysia	Number Of Vessel (Direct Entrance)	39
2015-12-01	Malaysia	Net Tonnages	848959
2015-12-01	Malaysia	Net Tonnages (Direct Entrance)	751312
2015-01-01	Brunei	Number Of Vessels	8
2015-01-01	Brunei	Number Of Vessel (Direct Entrance)	8
2015-01-01	Brunei	Net Tonnages	181640
2015-01-01	Brunei	Net Tonnages (Direct Entrance)	181640
2015-02-01	Brunei	Number Of Vessels	8
2015-02-01	Brunei	Number Of Vessel (Direct Entrance)	8
2015-02-01	Brunei	Net Tonnages	166676
2015-02-01	Brunei	Net Tonnages (Direct Entrance)	166676
2015-03-01	Brunei	Number Of Vessels	10
2015-03-01	Brunei	Number Of Vessel (Direct Entrance)	10
2015-03-01	Brunei	Net Tonnages	230291
2015-03-01	Brunei	Net Tonnages (Direct Entrance)	230291
2015-04-01	Brunei	Number Of Vessels	7
2015-04-01	Brunei	Number Of Vessel (Direct Entrance)	6
2015-04-01	Brunei	Net Tonnages	134467
2015-04-01	Brunei	Net Tonnages (Direct Entrance)	118655
2015-05-01	Brunei	Number Of Vessels	8
2015-05-01	Brunei	Number Of Vessel (Direct Entrance)	8
2015-05-01	Brunei	Net Tonnages	195375
2015-05-01	Brunei	Net Tonnages (Direct Entrance)	195375
2015-06-01	Brunei	Number Of Vessels	8
2015-06-01	Brunei	Number Of Vessel (Direct Entrance)	8
2015-06-01	Brunei	Net Tonnages	184932
2015-06-01	Brunei	Net Tonnages (Direct Entrance)	184932
2015-07-01	Brunei	Number Of Vessels	8
2015-07-01	Brunei	Number Of Vessel (Direct Entrance)	7
2015-07-01	Brunei	Net Tonnages	181041
2015-07-01	Brunei	Net Tonnages (Direct Entrance)	151494
2015-08-01	Brunei	Number Of Vessels	7
2015-08-01	Brunei	Number Of Vessel (Direct Entrance)	7
2015-08-01	Brunei	Net Tonnages	155385
2015-08-01	Brunei	Net Tonnages (Direct Entrance)	155385
2015-09-01	Brunei	Number Of Vessels	7
2015-09-01	Brunei	Number Of Vessel (Direct Entrance)	7
2015-09-01	Brunei	Net Tonnages	166458
2015-09-01	Brunei	Net Tonnages (Direct Entrance)	166458
2015-10-01	Brunei	Number Of Vessels	7
2015-10-01	Brunei	Number Of Vessel (Direct Entrance)	7
2015-10-01	Brunei	Net Tonnages	156015
2015-10-01	Brunei	Net Tonnages (Direct Entrance)	156015
2015-11-01	Brunei	Number Of Vessels	10
2015-11-01	Brunei	Number Of Vessel (Direct Entrance)	9
2015-11-01	Brunei	Net Tonnages	253068
2015-11-01	Brunei	Net Tonnages (Direct Entrance)	238485
2015-12-01	Brunei	Number Of Vessels	9
2015-12-01	Brunei	Number Of Vessel (Direct Entrance)	9
2015-12-01	Brunei	Net Tonnages	219000
2015-12-01	Brunei	Net Tonnages (Direct Entrance)	219000
2015-01-01	Philippines	Number Of Vessels	73
2015-01-01	Philippines	Number Of Vessel (Direct Entrance)	20
2015-01-01	Philippines	Net Tonnages	404365
2015-01-01	Philippines	Net Tonnages (Direct Entrance)	135538
2015-02-01	Philippines	Number Of Vessels	54
2015-02-01	Philippines	Number Of Vessel (Direct Entrance)	15
2015-02-01	Philippines	Net Tonnages	283982
2015-02-01	Philippines	Net Tonnages (Direct Entrance)	87723
2015-03-01	Philippines	Number Of Vessels	63
2015-03-01	Philippines	Number Of Vessel (Direct Entrance)	23
2015-03-01	Philippines	Net Tonnages	335447
2015-03-01	Philippines	Net Tonnages (Direct Entrance)	154790
2015-04-01	Philippines	Number Of Vessels	84
2015-04-01	Philippines	Number Of Vessel (Direct Entrance)	27
2015-04-01	Philippines	Net Tonnages	490319
2015-04-01	Philippines	Net Tonnages (Direct Entrance)	174024
2015-05-01	Philippines	Number Of Vessels	64
2015-05-01	Philippines	Number Of Vessel (Direct Entrance)	19
2015-05-01	Philippines	Net Tonnages	333597
2015-05-01	Philippines	Net Tonnages (Direct Entrance)	118029
2015-06-01	Philippines	Number Of Vessels	75
2015-06-01	Philippines	Number Of Vessel (Direct Entrance)	23
2015-06-01	Philippines	Net Tonnages	390508
2015-06-01	Philippines	Net Tonnages (Direct Entrance)	141362
2015-07-01	Philippines	Number Of Vessels	65
2015-07-01	Philippines	Number Of Vessel (Direct Entrance)	23
2015-07-01	Philippines	Net Tonnages	394504
2015-07-01	Philippines	Net Tonnages (Direct Entrance)	147615
2015-08-01	Philippines	Number Of Vessels	62
2015-08-01	Philippines	Number Of Vessel (Direct Entrance)	21
2015-08-01	Philippines	Net Tonnages	413599
2015-08-01	Philippines	Net Tonnages (Direct Entrance)	169950
2015-09-01	Philippines	Number Of Vessels	65
2015-09-01	Philippines	Number Of Vessel (Direct Entrance)	20
2015-09-01	Philippines	Net Tonnages	298137
2015-09-01	Philippines	Net Tonnages (Direct Entrance)	98690
2015-10-01	Philippines	Number Of Vessels	64
2015-10-01	Philippines	Number Of Vessel (Direct Entrance)	23
2015-10-01	Philippines	Net Tonnages	381202
2015-10-01	Philippines	Net Tonnages (Direct Entrance)	181962
2015-11-01	Philippines	Number Of Vessels	56
2015-11-01	Philippines	Number Of Vessel (Direct Entrance)	20
2015-11-01	Philippines	Net Tonnages	330627
2015-11-01	Philippines	Net Tonnages (Direct Entrance)	139826
2015-12-01	Philippines	Number Of Vessels	82
2015-12-01	Philippines	Number Of Vessel (Direct Entrance)	25
2015-12-01	Philippines	Net Tonnages	473624
2015-12-01	Philippines	Net Tonnages (Direct Entrance)	148287
2015-01-01	Indonesia	Number Of Vessels	24
2015-01-01	Indonesia	Number Of Vessel (Direct Entrance)	12
2015-01-01	Indonesia	Net Tonnages	74002
2015-01-01	Indonesia	Net Tonnages (Direct Entrance)	38194
2015-02-01	Indonesia	Number Of Vessels	21
2015-02-01	Indonesia	Number Of Vessel (Direct Entrance)	8
2015-02-01	Indonesia	Net Tonnages	61859
2015-02-01	Indonesia	Net Tonnages (Direct Entrance)	23872
2015-03-01	Indonesia	Number Of Vessels	24
2015-03-01	Indonesia	Number Of Vessel (Direct Entrance)	11
2015-03-01	Indonesia	Net Tonnages	67680
2015-03-01	Indonesia	Net Tonnages (Direct Entrance)	28888
2015-04-01	Indonesia	Number Of Vessels	25
2015-04-01	Indonesia	Number Of Vessel (Direct Entrance)	10
2015-04-01	Indonesia	Net Tonnages	144582
2015-04-01	Indonesia	Net Tonnages (Direct Entrance)	57382
2015-05-01	Indonesia	Number Of Vessels	26
2015-05-01	Indonesia	Number Of Vessel (Direct Entrance)	10
2015-05-01	Indonesia	Net Tonnages	147566
2015-05-01	Indonesia	Net Tonnages (Direct Entrance)	36162
2015-06-01	Indonesia	Number Of Vessels	23
2015-06-01	Indonesia	Number Of Vessel (Direct Entrance)	9
2015-06-01	Indonesia	Net Tonnages	68632
2015-06-01	Indonesia	Net Tonnages (Direct Entrance)	26856
2015-07-01	Indonesia	Number Of Vessels	22
2015-07-01	Indonesia	Number Of Vessel (Direct Entrance)	9
2015-07-01	Indonesia	Net Tonnages	65648
2015-07-01	Indonesia	Net Tonnages (Direct Entrance)	26856
2015-08-01	Indonesia	Number Of Vessels	7
2015-08-01	Indonesia	Number Of Vessel (Direct Entrance)	4
2015-08-01	Indonesia	Net Tonnages	80474
2015-08-01	Indonesia	Net Tonnages (Direct Entrance)	71522
2015-09-01	Indonesia	Number Of Vessels	22
2015-09-01	Indonesia	Number Of Vessel (Direct Entrance)	9
2015-09-01	Indonesia	Net Tonnages	125234
2015-09-01	Indonesia	Net Tonnages (Direct Entrance)	56649
2015-10-01	Indonesia	Number Of Vessels	22
2015-10-01	Indonesia	Number Of Vessel (Direct Entrance)	9
2015-10-01	Indonesia	Net Tonnages	65648
2015-10-01	Indonesia	Net Tonnages (Direct Entrance)	26856
2015-11-01	Indonesia	Number Of Vessels	21
2015-11-01	Indonesia	Number Of Vessel (Direct Entrance)	9
2015-11-01	Indonesia	Net Tonnages	62664
2015-11-01	Indonesia	Net Tonnages (Direct Entrance)	26856
2015-12-01	Indonesia	Number Of Vessels	27
2015-12-01	Indonesia	Number Of Vessel (Direct Entrance)	11
2015-12-01	Indonesia	Net Tonnages	168000
2015-12-01	Indonesia	Net Tonnages (Direct Entrance)	90456
2015-01-01	Cambodia	Number Of Vessels	500
2015-01-01	Cambodia	Number Of Vessel (Direct Entrance)	242
2015-01-01	Cambodia	Net Tonnages	514461
2015-01-01	Cambodia	Net Tonnages (Direct Entrance)	244628
2015-02-01	Cambodia	Number Of Vessels	414
2015-02-01	Cambodia	Number Of Vessel (Direct Entrance)	205
2015-02-01	Cambodia	Net Tonnages	412909
2015-02-01	Cambodia	Net Tonnages (Direct Entrance)	203145
2015-03-01	Cambodia	Number Of Vessels	485
2015-03-01	Cambodia	Number Of Vessel (Direct Entrance)	259
2015-03-01	Cambodia	Net Tonnages	493072
2015-03-01	Cambodia	Net Tonnages (Direct Entrance)	251503
2015-04-01	Cambodia	Number Of Vessels	487
2015-04-01	Cambodia	Number Of Vessel (Direct Entrance)	259
2015-04-01	Cambodia	Net Tonnages	514705
2015-04-01	Cambodia	Net Tonnages (Direct Entrance)	266713
2015-05-01	Cambodia	Number Of Vessels	471
2015-05-01	Cambodia	Number Of Vessel (Direct Entrance)	255
2015-05-01	Cambodia	Net Tonnages	480649
2015-05-01	Cambodia	Net Tonnages (Direct Entrance)	255384
2015-06-01	Cambodia	Number Of Vessels	493
2015-06-01	Cambodia	Number Of Vessel (Direct Entrance)	260
2015-06-01	Cambodia	Net Tonnages	505545
2015-06-01	Cambodia	Net Tonnages (Direct Entrance)	264827
2015-07-01	Cambodia	Number Of Vessels	456
2015-07-01	Cambodia	Number Of Vessel (Direct Entrance)	239
2015-07-01	Cambodia	Net Tonnages	461209
2015-07-01	Cambodia	Net Tonnages (Direct Entrance)	236588
2015-08-01	Cambodia	Number Of Vessels	437
2015-08-01	Cambodia	Number Of Vessel (Direct Entrance)	226
2015-08-01	Cambodia	Net Tonnages	422963
2015-08-01	Cambodia	Net Tonnages (Direct Entrance)	212550
2015-09-01	Cambodia	Number Of Vessels	443
2015-09-01	Cambodia	Number Of Vessel (Direct Entrance)	234
2015-09-01	Cambodia	Net Tonnages	427494
2015-09-01	Cambodia	Net Tonnages (Direct Entrance)	223919
2015-10-01	Cambodia	Number Of Vessels	443
2015-10-01	Cambodia	Number Of Vessel (Direct Entrance)	232
2015-10-01	Cambodia	Net Tonnages	437297
2015-10-01	Cambodia	Net Tonnages (Direct Entrance)	230462
2015-11-01	Cambodia	Number Of Vessels	416
2015-11-01	Cambodia	Number Of Vessel (Direct Entrance)	209
2015-11-01	Cambodia	Net Tonnages	410371
2015-11-01	Cambodia	Net Tonnages (Direct Entrance)	201215
2015-12-01	Cambodia	Number Of Vessels	460
2015-12-01	Cambodia	Number Of Vessel (Direct Entrance)	231
2015-12-01	Cambodia	Net Tonnages	471289
2015-12-01	Cambodia	Net Tonnages (Direct Entrance)	227860
2015-01-01	India	Number Of Vessels	5
2015-01-01	India	Number Of Vessel (Direct Entrance)	4
2015-01-01	India	Net Tonnages	136403
2015-01-01	India	Net Tonnages (Direct Entrance)	109745
2015-02-01	India	Number Of Vessels	5
2015-02-01	India	Number Of Vessel (Direct Entrance)	5
2015-02-01	India	Net Tonnages	134914
2015-02-01	India	Net Tonnages (Direct Entrance)	134914
2015-03-01	India	Number Of Vessels	1
2015-03-01	India	Number Of Vessel (Direct Entrance)	1
2015-03-01	India	Net Tonnages	32440
2015-03-01	India	Net Tonnages (Direct Entrance)	32440
2015-04-01	India	Number Of Vessels	4
2015-04-01	India	Number Of Vessel (Direct Entrance)	3
2015-04-01	India	Net Tonnages	107731
2015-04-01	India	Net Tonnages (Direct Entrance)	81073
2015-05-01	India	Number Of Vessels	4
2015-05-01	India	Number Of Vessel (Direct Entrance)	2
2015-05-01	India	Net Tonnages	108830
2015-05-01	India	Net Tonnages (Direct Entrance)	54415
2015-06-01	India	Number Of Vessels	6
2015-06-01	India	Number Of Vessel (Direct Entrance)	2
2015-06-01	India	Net Tonnages	215190
2015-06-01	India	Net Tonnages (Direct Entrance)	71730
2015-07-01	India	Number Of Vessels	3
2015-07-01	India	Number Of Vessel (Direct Entrance)	2
2015-07-01	India	Net Tonnages	87053
2015-07-01	India	Net Tonnages (Direct Entrance)	54415
2015-08-01	India	Number Of Vessels	3
2015-08-01	India	Number Of Vessel (Direct Entrance)	1
2015-08-01	India	Net Tonnages	42567
2015-08-01	India	Net Tonnages (Direct Entrance)	10395
2015-09-01	India	Number Of Vessels	1
2015-09-01	India	Number Of Vessel (Direct Entrance)	1
2015-09-01	India	Net Tonnages	32638
2015-09-01	India	Net Tonnages (Direct Entrance)	32638
2015-10-01	India	Number Of Vessels	5
2015-10-01	India	Number Of Vessel (Direct Entrance)	3
2015-10-01	India	Net Tonnages	162398
2015-10-01	India	Net Tonnages (Direct Entrance)	97518
2015-11-01	India	Number Of Vessels	3
2015-11-01	India	Number Of Vessel (Direct Entrance)	2
2015-11-01	India	Net Tonnages	61787
2015-11-01	India	Net Tonnages (Direct Entrance)	43944
2015-12-01	India	Number Of Vessels	2
2015-12-01	India	Number Of Vessel (Direct Entrance)	1
2015-12-01	India	Net Tonnages	20790
2015-12-01	India	Net Tonnages (Direct Entrance)	10395
2015-01-01	Pakistan	Number Of Vessels	0
2015-01-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-01-01	Pakistan	Net Tonnages	0
2015-01-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-02-01	Pakistan	Number Of Vessels	0
2015-02-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-02-01	Pakistan	Net Tonnages	0
2015-02-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-03-01	Pakistan	Number Of Vessels	0
2015-03-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-03-01	Pakistan	Net Tonnages	0
2015-03-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-04-01	Pakistan	Number Of Vessels	0
2015-04-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-04-01	Pakistan	Net Tonnages	0
2015-04-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-05-01	Pakistan	Number Of Vessels	0
2015-05-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-05-01	Pakistan	Net Tonnages	0
2015-05-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-06-01	Pakistan	Number Of Vessels	0
2015-06-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-06-01	Pakistan	Net Tonnages	0
2015-06-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-07-01	Pakistan	Number Of Vessels	1
2015-07-01	Pakistan	Number Of Vessel (Direct Entrance)	1
2015-07-01	Pakistan	Net Tonnages	17077
2015-07-01	Pakistan	Net Tonnages (Direct Entrance)	17077
2015-08-01	Pakistan	Number Of Vessels	0
2015-08-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-08-01	Pakistan	Net Tonnages	0
2015-08-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-09-01	Pakistan	Number Of Vessels	0
2015-09-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-09-01	Pakistan	Net Tonnages	0
2015-09-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-10-01	Pakistan	Number Of Vessels	0
2015-10-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-10-01	Pakistan	Net Tonnages	0
2015-10-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-11-01	Pakistan	Number Of Vessels	0
2015-11-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-11-01	Pakistan	Net Tonnages	0
2015-11-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-12-01	Pakistan	Number Of Vessels	0
2015-12-01	Pakistan	Number Of Vessel (Direct Entrance)	0
2015-12-01	Pakistan	Net Tonnages	0
2015-12-01	Pakistan	Net Tonnages (Direct Entrance)	0
2015-01-01	Sri Lanka	Number Of Vessels	0
2015-01-01	Sri Lanka	Number Of Vessel (Direct Entrance)	0
2015-01-01	Sri Lanka	Net Tonnages	0
2015-01-01	Sri Lanka	Net Tonnages (Direct Entrance)	0
2015-02-01	Sri Lanka	Number Of Vessels	0
2015-02-01	Sri Lanka	Number Of Vessel (Direct Entrance)	0
2015-02-01	Sri Lanka	Net Tonnages	0
2015-02-01	Sri Lanka	Net Tonnages (Direct Entrance)	0
2015-03-01	Sri Lanka	Number Of Vessels	0
2015-03-01	Sri Lanka	Number Of Vessel (Direct Entrance)	0
2015-03-01	Sri Lanka	Net Tonnages	0
2015-03-01	Sri Lanka	Net Tonnages (Direct Entrance)	0
2015-04-01	Sri Lanka	Number Of Vessels	0
2015-04-01	Sri Lanka	Number Of Vessel (Direct Entrance)	0
2015-04-01	Sri Lanka	Net Tonnages	0
2015-04-01	Sri Lanka	Net Tonnages (Direct Entrance)	0
2015-05-01	Sri Lanka	Number Of Vessels	0
2015-05-01	Sri Lanka	Number Of Vessel (Direct Entrance)	0
2015-05-01	Sri Lanka	Net Tonnages	0
2015-05-01	Sri Lanka	Net Tonnages (Direct Entrance)	0
2015-06-01	Sri Lanka	Number Of Vessels	0
2015-06-01	Sri Lanka	Number Of Vessel (Direct Entrance)	0
