time	location	total	foreigners
2013-04-01	Chiba	1595090	172830
2013-05-01	Chiba	1675890	157410
2013-06-01	Chiba	1546970	183310
2013-07-01	Chiba	1871690	215790
2013-08-01	Chiba	2384130	204670
2013-09-01	Chiba	1699320	183940
2013-10-01	Chiba	1611350	173990
2013-11-01	Chiba	1635810	164340
2013-12-01	Chiba	1682980	162260
2014-01-01	Chiba	1539370	166060
2014-02-01	Chiba	1496360	165080
2014-03-01	Chiba	1946020	187750
2014-04-01	Chiba	1731850	270260
2014-05-01	Chiba	1759160	247040
2014-06-01	Chiba	1589210	260860
2014-07-01	Chiba	1876830	277830
2014-08-01	Chiba	2341830	220160
2014-09-01	Chiba	1630920	188610
2014-10-01	Chiba	1757360	254600
2014-11-01	Chiba	1746780	212410
2014-12-01	Chiba	1785570	216530
2015-01-01	Chiba	1706760	210110
2015-02-01	Chiba	1699420	283460
2015-03-01	Chiba	2116330	303210
2015-04-01	Chiba	1802520	356790
2015-05-01	Chiba	1983470	325350
2015-06-01	Chiba	1732880	320980
2015-07-01	Chiba	1961510	379550
2015-08-01	Chiba	2325440	323440
2015-09-01	Chiba	1821170	241620
2015-10-01	Chiba	1837950	272040
2015-11-01	Chiba	1764770	238810
2015-12-01	Chiba	1821300	245010
2016-01-01	Chiba	1587610	250350
2016-02-01	Chiba	1615220	291600
2016-03-01	Chiba	1999970	306260
2016-04-01	Chiba	1781990	345280
2016-05-01	Chiba	1779760	274020
2016-06-01	Chiba	1629280	309760
2016-07-01	Chiba	1985810	375110
2016-08-01	Chiba	2387250	284860
2016-09-01	Chiba	1720410	215630
2016-10-01	Chiba	1815110	253410
2016-11-01	Chiba	1760380	226870
2016-12-01	Chiba	1818080	211630
2017-01-01	Chiba	1817210	279590
2017-02-01	Chiba	1750210	261170
2017-03-01	Chiba	2234380	265310
2017-04-01	Chiba	1974840	355700
2017-05-01	Chiba	2006800	282790
2017-06-01	Chiba	1878340	336630
2017-07-01	Chiba	2240950	429240
2017-08-01	Chiba	2702600	311490
2017-09-01	Chiba	1968610	269380
2017-10-01	Chiba	2031490	337090
2017-11-01	Chiba	1977040	274020
2017-12-01	Chiba	2054030	272770
2018-01-01	Chiba	1787990	258760
2018-02-01	Chiba	1745850	284580
2018-03-01	Chiba	2290360	291500
2018-04-01	Chiba	2038620	387750
2018-05-01	Chiba	2125780	363130
2018-06-01	Chiba	2054290	409730
2018-07-01	Chiba	2313840	459390
2018-08-01	Chiba	2784580	385090
2018-09-01	Chiba	2173300	314900
2018-10-01	Chiba	2107810	343410
2018-11-01	Chiba	2053380	313320
2018-12-01	Chiba	2110260	304200
2019-01-01	Chiba	2061230	328360
2019-02-01	Chiba	2054430	339660
2019-03-01	Chiba	2644550	369460
2019-04-01	Chiba	2526380	463990
2019-05-01	Chiba	2439930	422240
2019-06-01	Chiba	2280250	464120
2019-07-01	Chiba	2550460	534880
2019-08-01	Chiba	3022100	411750
2019-09-01	Chiba	2379900	347510
2019-10-01	Chiba	2335030	385890
2019-11-01	Chiba	2387550	358080
2019-12-01	Chiba	2547300	372290
2020-01-01	Chiba	2340920	417030
2020-02-01	Chiba	1878720	209870
2020-03-01	Chiba	800330	69400
2020-04-01	Chiba	453650	29010
2020-05-01	Chiba	394360	21740
2020-06-01	Chiba	519630	23890
2020-07-01	Chiba	871030	34720
2020-08-01	Chiba	1280540	38540
2020-09-01	Chiba	1161940	39820
2020-10-01	Chiba	1361890	46600
2020-11-01	Chiba	1555920	77510
2020-12-01	Chiba	1509350	98420
2021-01-01	Chiba	817890	79920
2021-02-01	Chiba	701160	26190
2007-01-01	Tokyo	2693010	491910
2007-02-01	Tokyo	2909700	543100
2007-03-01	Tokyo	3305360	662930
2007-04-01	Tokyo	3212150	747800
2007-05-01	Tokyo	3140590	619160
2007-06-01	Tokyo	2962650	633350
2007-07-01	Tokyo	3026850	713000
2007-08-01	Tokyo	3235040	652730
2007-09-01	Tokyo	2958360	639010
2007-10-01	Tokyo	3283250	798990
2007-11-01	Tokyo	3268480	720010
2007-12-01	Tokyo	3187790	638570
2008-01-01	Tokyo	2646790	559760
2008-02-01	Tokyo	2927320	564250
2008-03-01	Tokyo	3192700	669310
2008-04-01	Tokyo	3061720	724550
2008-05-01	Tokyo	3072480	616970
2008-06-01	Tokyo	2765200	594740
2008-07-01	Tokyo	3057210	692760
2008-08-01	Tokyo	3222400	591340
2008-09-01	Tokyo	2841760	557880
2008-10-01	Tokyo	3191560	719360
2008-11-01	Tokyo	3045840	572840
2008-12-01	Tokyo	2933020	485510
2009-01-01	Tokyo	2640750	444170
2009-02-01	Tokyo	2670580	373630
2009-03-01	Tokyo	3195780	520190
2009-04-01	Tokyo	2891170	624570
2009-05-01	Tokyo	2875220	484660
2009-06-01	Tokyo	2566040	433090
2009-07-01	Tokyo	2929740	597460
2009-08-01	Tokyo	3227990	605440
2009-09-01	Tokyo	2863460	521300
2009-10-01	Tokyo	2949730	649900
2009-11-01	Tokyo	2809670	568280
2009-12-01	Tokyo	2907060	555010
2010-01-01	Tokyo	3144700	589530
2010-02-01	Tokyo	3379660	628710
2010-03-01	Tokyo	3894840	740000
2010-04-01	Tokyo	3533450	884880
2010-05-01	Tokyo	3471650	697560
2010-06-01	Tokyo	3204090	676700
2010-07-01	Tokyo	3473040	840420
2010-08-01	Tokyo	3629830	721660
2010-09-01	Tokyo	3267310	691880
2010-10-01	Tokyo	3719450	799730
2010-11-01	Tokyo	3562190	747730
2010-12-01	Tokyo	3631420	701680
2011-01-01	Tokyo	3455180	655950
2011-02-01	Tokyo	3688600	680590
2011-03-01	Tokyo	2888450	343780
2011-04-01	Tokyo	2534050	123980
2011-05-01	Tokyo	2980220	233160
2011-06-01	Tokyo	3162650	335230
2011-07-01	Tokyo	3493340	461270
2011-08-01	Tokyo	3926290	441990
2011-09-01	Tokyo	3708500	524570
2011-10-01	Tokyo	3906770	645080
2011-11-01	Tokyo	3731560	589640
2011-12-01	Tokyo	4052720	616590
2012-01-01	Tokyo	3603450	587540
2012-02-01	Tokyo	3744270	530280
2012-03-01	Tokyo	4333750	686920
2012-04-01	Tokyo	4197890	863250
2012-05-01	Tokyo	4111450	677730
2012-06-01	Tokyo	3916530	688480
2012-07-01	Tokyo	4089570	775010
2012-08-01	Tokyo	4553530	704430
2012-09-01	Tokyo	4071560	655110
2012-10-01	Tokyo	4138500	733770
2012-11-01	Tokyo	4159970	675690
2012-12-01	Tokyo	4269410	713550
2013-01-01	Tokyo	3699160	572900
2013-02-01	Tokyo	3872930	609660
2013-03-01	Tokyo	4500260	823560
2013-04-01	Tokyo	4474220	980470
2013-05-01	Tokyo	4363570	821740
2013-06-01	Tokyo	4185930	852360
2013-07-01	Tokyo	4507610	935930
2013-08-01	Tokyo	4987750	867160
2013-09-01	Tokyo	4381870	773160
2013-10-01	Tokyo	4653190	917430
2013-11-01	Tokyo	4592290	860810
2013-12-01	Tokyo	4605270	815760
2014-01-01	Tokyo	3900860	818980
2014-02-01	Tokyo	3981980	813280
2014-03-01	Tokyo	4653050	989440
2014-04-01	Tokyo	4695550	1422920
2014-05-01	Tokyo	4569980	1100780
2014-06-01	Tokyo	4216710	1040330
2014-07-01	Tokyo	4712490	1218110
2014-08-01	Tokyo	5080780	1071740
2014-09-01	Tokyo	4373580	1016390
2014-10-01	Tokyo	4775330	1319590
2014-11-01	Tokyo	4584190	1157520
2014-12-01	Tokyo	4714310	1226210
2015-01-01	Tokyo	4379130	1109910
2015-02-01	Tokyo	4466480	1220820
2015-03-01	Tokyo	5162770	1454040
2015-04-01	Tokyo	4966980	1764870
2015-05-01	Tokyo	5090680	1484930
2015-06-01	Tokyo	4655550	1437580
2015-07-01	Tokyo	5149480	1624250
2015-08-01	Tokyo	5439970	1606070
2015-09-01	Tokyo	4855280	1368570
2015-10-01	Tokyo	5085520	1597170
2015-11-01	Tokyo	4790970	1381650
2015-12-01	Tokyo	5045110	1510730
2016-01-01	Tokyo	4358970	1304590
2016-02-01	Tokyo	4412480	1312750
2016-03-01	Tokyo	5018600	1538090
2016-04-01	Tokyo	5018950	1837790
2016-05-01	Tokyo	4778220	1522680
2016-06-01	Tokyo	4584320	1499480
2016-07-01	Tokyo	4994250	1706960
2016-08-01	Tokyo	5029090	1425810
2016-09-01	Tokyo	4592190	1391890
2016-10-01	Tokyo	4934200	1592750
2016-11-01	Tokyo	4690490	1397130
2016-12-01	Tokyo	5103180	1530030
2017-01-01	Tokyo	4518080	1451910
2017-02-01	Tokyo	4447830	1295350
2017-03-01	Tokyo	5144870	1647860
2017-04-01	Tokyo	5385090	2107390
2017-05-01	Tokyo	5081800	1648110
2017-06-01	Tokyo	4693200	1569700
2017-07-01	Tokyo	5208780	1812220
2017-08-01	Tokyo	5382710	1620460
2017-09-01	Tokyo	4761400	1551010
2017-10-01	Tokyo	5158910	1815850
2017-11-01	Tokyo	4969340	1588710
2017-12-01	Tokyo	5197670	1667310
2018-01-01	Tokyo	4599590	1452920
2018-02-01	Tokyo	4750940	1433740
2018-03-01	Tokyo	5648390	1909540
2018-04-01	Tokyo	5617020	2188650
2018-05-01	Tokyo	5405620	1820280
2018-06-01	Tokyo	5318470	1952990
2018-07-01	Tokyo	5868390	2215740
2018-08-01	Tokyo	6018460	1934610
2018-09-01	Tokyo	5635660	2028540
2018-10-01	Tokyo	5706720	2136610
2018-11-01	Tokyo	5657260	2035110
2018-12-01	Tokyo	5882550	2085790
2019-01-01	Tokyo	5720130	2105750
2019-02-01	Tokyo	5722490	1962300
2019-03-01	Tokyo	6690740	2490890
2019-04-01	Tokyo	7053330	2977690
2019-05-01	Tokyo	6555570	2435160
2019-06-01	Tokyo	6137790	2420180
2019-07-01	Tokyo	6779110	2635270
2019-08-01	Tokyo	7066900	2398610
2019-09-01	Tokyo	6596800	2315840
2019-10-01	Tokyo	6932910	2696780
2019-11-01	Tokyo	6697010	2447940
2019-12-01	Tokyo	7028940	2464250
2020-01-01	Tokyo	6079140	2372680
2020-02-01	Tokyo	4566290	1206320
2020-03-01	Tokyo	2312480	314700
2020-04-01	Tokyo	1030880	54610
2020-05-01	Tokyo	834740	27050
2020-06-01	Tokyo	1412770	36950
2020-07-01	Tokyo	1561300	32840
2020-08-01	Tokyo	1685530	42340
2020-09-01	Tokyo	1776060	32540
2020-10-01	Tokyo	2670360	47290
2020-11-01	Tokyo	3047500	100350
2020-12-01	Tokyo	2810180	117830
2021-01-01	Tokyo	1968790	118690
2021-02-01	Tokyo	2218520	43180
2007-01-01	Kanagawa	767250	39480
2007-02-01	Kanagawa	778560	48320
2007-03-01	Kanagawa	973980	55660
2007-04-01	Kanagawa	851120	65740
2007-05-01	Kanagawa	884410	59490
2007-06-01	Kanagawa	816140	54900
2007-07-01	Kanagawa	837220	67070
2007-08-01	Kanagawa	1102450	64090
2007-09-01	Kanagawa	876490	54300
2007-10-01	Kanagawa	880340	71680
2007-11-01	Kanagawa	915360	73850
2007-12-01	Kanagawa	899690	51450
2008-01-01	Kanagawa	757820	46900
2008-02-01	Kanagawa	795890	52760
2008-03-01	Kanagawa	968770	62780
2008-04-01	Kanagawa	860010	65190
2008-05-01	Kanagawa	911570	57740
2008-06-01	Kanagawa	811920	50020
2008-07-01	Kanagawa	911600	58650
2008-08-01	Kanagawa	1171280	48630
2008-09-01	Kanagawa	893630	56960
2008-10-01	Kanagawa	907920	61580
2008-11-01	Kanagawa	930880	45770
2008-12-01	Kanagawa	877320	36060
2009-01-01	Kanagawa	826270	52150
2009-02-01	Kanagawa	821300	46340
2009-03-01	Kanagawa	1045910	68710
2009-04-01	Kanagawa	883930	66930
2009-05-01	Kanagawa	927750	44470
2009-06-01	Kanagawa	834150	38970
2009-07-01	Kanagawa	937840	46840
2009-08-01	Kanagawa	1208270	43000
2009-09-01	Kanagawa	958350	44990
2009-10-01	Kanagawa	988540	60550
2009-11-01	Kanagawa	990910	51850
2009-12-01	Kanagawa	957660	44400
2010-01-01	Kanagawa	1062670	52390
2010-02-01	Kanagawa	1122020	66690
2010-03-01	Kanagawa	1380730	80960
2010-04-01	Kanagawa	1064300	80520
2010-05-01	Kanagawa	1149880	64390
2010-06-01	Kanagawa	1000010	63340
2010-07-01	Kanagawa	1102660	74210
2010-08-01	Kanagawa	1362010	63960
2010-09-01	Kanagawa	1105050	63130
2010-10-01	Kanagawa	1246480	73620
2010-11-01	Kanagawa	1223870	79120
2010-12-01	Kanagawa	1158970	62780
2011-01-01	Kanagawa	1277590	61650
2011-02-01	Kanagawa	1312660	72860
2011-03-01	Kanagawa	1028060	38510
2011-04-01	Kanagawa	1000970	22370
2011-05-01	Kanagawa	1295160	38690
2011-06-01	Kanagawa	1240050	55030
2011-07-01	Kanagawa	1432920	64490
2011-08-01	Kanagawa	1875720	58750
2011-09-01	Kanagawa	1438970	59910
2011-10-01	Kanagawa	1471510	71430
2011-11-01	Kanagawa	1466880	67100
2011-12-01	Kanagawa	1490940	63820
2012-01-01	Kanagawa	1252190	61380
2012-02-01	Kanagawa	1233040	65930
2012-03-01	Kanagawa	1543440	75150
2012-04-01	Kanagawa	1414960	87550
2012-05-01	Kanagawa	1476660	74180
2012-06-01	Kanagawa	1331850	83930
2012-07-01	Kanagawa	1349640	92330
2012-08-01	Kanagawa	1788430	85540
2012-09-01	Kanagawa	1382280	78220
2012-10-01	Kanagawa	1454250	76350
2012-11-01	Kanagawa	1516620	79260
2012-12-01	Kanagawa	1491740	64730
2013-01-01	Kanagawa	1215180	54700
2013-02-01	Kanagawa	1221490	70540
2013-03-01	Kanagawa	1544140	86400
2013-04-01	Kanagawa	1312060	100160
2013-05-01	Kanagawa	1346650	88100
2013-06-01	Kanagawa	1213070	86590
2013-07-01	Kanagawa	1404260	111130
2013-08-01	Kanagawa	1870730	96200
2013-09-01	Kanagawa	1411220	104950
2013-10-01	Kanagawa	1381800	103890
2013-11-01	Kanagawa	1483640	95280
2013-12-01	Kanagawa	1436590	69520
2014-01-01	Kanagawa	1359650	80170
2014-02-01	Kanagawa	1321470	97270
2014-03-01	Kanagawa	1719840	115380
2014-04-01	Kanagawa	1545600	167920
2014-05-01	Kanagawa	1588350	119560
2014-06-01	Kanagawa	1419330	122740
2014-07-01	Kanagawa	1661590	139130
2014-08-01	Kanagawa	2076310	104610
2014-09-01	Kanagawa	1591190	111810
2014-10-01	Kanagawa	1621840	140260
2014-11-01	Kanagawa	1694590	125040
2014-12-01	Kanagawa	1601020	108630
2015-01-01	Kanagawa	1453010	106510
2015-02-01	Kanagawa	1476500	160720
2015-03-01	Kanagawa	1835530	174870
2015-04-01	Kanagawa	1616700	232870
2015-05-01	Kanagawa	1576420	178210
2015-06-01	Kanagawa	1393950	175990
2015-07-01	Kanagawa	1493190	222950
2015-08-01	Kanagawa	1878940	190680
2015-09-01	Kanagawa	1526160	160000
2015-10-01	Kanagawa	1592000	200780
2015-11-01	Kanagawa	1589300	190830
2015-12-01	Kanagawa	1634270	161910
2016-01-01	Kanagawa	1359160	147310
2016-02-01	Kanagawa	1399140	180280
2016-03-01	Kanagawa	1695310	194570
2016-04-01	Kanagawa	1531600	226050
2016-05-01	Kanagawa	1522880	172850
2016-06-01	Kanagawa	1374030	173220
2016-07-01	Kanagawa	1608140	223010
2016-08-01	Kanagawa	1896510	155290
2016-09-01	Kanagawa	1554130	176750
2016-10-01	Kanagawa	1609980	185680
2016-11-01	Kanagawa	1573990	174310
2016-12-01	Kanagawa	1621210	151260
2017-01-01	Kanagawa	1382880	158230
2017-02-01	Kanagawa	1352270	154660
2017-03-01	Kanagawa	1775840	191300
2017-04-01	Kanagawa	1605590	238040
2017-05-01	Kanagawa	1680820	208670
2017-06-01	Kanagawa	1530960	183890
2017-07-01	Kanagawa	1925440	215260
2017-08-01	Kanagawa	2428590	186840
2017-09-01	Kanagawa	1730120	186750
2017-10-01	Kanagawa	1791060	242820
2017-11-01	Kanagawa	1784720	201400
2017-12-01	Kanagawa	1768040	168650
2018-01-01	Kanagawa	1589940	164790
2018-02-01	Kanagawa	1595980	195190
2018-03-01	Kanagawa	2022060	215690
2018-04-01	Kanagawa	1898860	281690
2018-05-01	Kanagawa	1895260	223770
2018-06-01	Kanagawa	1798920	233840
2018-07-01	Kanagawa	1931700	271040
2018-08-01	Kanagawa	2547450	236950
2018-09-01	Kanagawa	1949930	220710
2018-10-01	Kanagawa	1927210	264020
2018-11-01	Kanagawa	1933650	243010
2018-12-01	Kanagawa	1930980	203110
2019-01-01	Kanagawa	1754120	205430
2019-02-01	Kanagawa	1758330	236500
2019-03-01	Kanagawa	2233350	281910
2019-04-01	Kanagawa	2038780	309500
2019-05-01	Kanagawa	1994560	255470
2019-06-01	Kanagawa	1782290	243470
2019-07-01	Kanagawa	1989920	300190
2019-08-01	Kanagawa	2486010	292170
2019-09-01	Kanagawa	1997450	265300
2019-10-01	Kanagawa	1900840	315820
2019-11-01	Kanagawa	1958790	286940
2019-12-01	Kanagawa	1989460	255990
2020-01-01	Kanagawa	1791740	233080
2020-02-01	Kanagawa	1540870	136790
2020-03-01	Kanagawa	1263760	63000
2020-04-01	Kanagawa	564710	12310
2020-05-01	Kanagawa	507670	7370
2020-06-01	Kanagawa	758460	14020
2020-07-01	Kanagawa	950890	17730
2020-08-01	Kanagawa	1388480	15550
2020-09-01	Kanagawa	1265390	10530
2020-10-01	Kanagawa	1475920	15910
2020-11-01	Kanagawa	1440120	17890
2020-12-01	Kanagawa	1353960	20720
2021-01-01	Kanagawa	873050	21620
2021-02-01	Kanagawa	872160	15820
2007-01-01	Niigata	532410	9260
2007-02-01	Niigata	560700	11790
2007-03-01	Niigata	534630	8430
2007-04-01	Niigata	406350	9720
2007-05-01	Niigata	488920	7770
2007-06-01	Niigata	477450	5300
2007-07-01	Niigata	520800	7480
2007-08-01	Niigata	747990	7400
2007-09-01	Niigata	465690	6220
2007-10-01	Niigata	547480	10570
2007-11-01	Niigata	525970	7550
2007-12-01	Niigata	493840	8010
2008-01-01	Niigata	560350	12920
2008-02-01	Niigata	595480	13400
2008-03-01	Niigata	604390	8130
2008-04-01	Niigata	431300	8700
2008-05-01	Niigata	521870	8880
2008-06-01	Niigata	491490	8290
2008-07-01	Niigata	557240	9410
2008-08-01	Niigata	843320	7280
2008-09-01	Niigata	495480	6350
2008-10-01	Niigata	600280	10240
2008-11-01	Niigata	553030	7260
2008-12-01	Niigata	487440	9210
2009-01-01	Niigata	592490	14610
2009-02-01	Niigata	588330	11760
2009-03-01	Niigata	593500	7210
2009-04-01	Niigata	442840	5030
2009-05-01	Niigata	592710	4690
2009-06-01	Niigata	519440	3790
2009-07-01	Niigata	635090	7340
2009-08-01	Niigata	908480	5420
2009-09-01	Niigata	671540	6250
2009-10-01	Niigata	699800	6810
2009-11-01	Niigata	567800	7440
2009-12-01	Niigata	464950	7080
2010-01-01	Niigata	606910	13060
2010-02-01	Niigata	636200	16010
2010-03-01	Niigata	646510	9870
2010-04-01	Niigata	477820	5720
2010-05-01	Niigata	604110	5400
2010-06-01	Niigata	541690	4340
2010-07-01	Niigata	610770	7550
2010-08-01	Niigata	881400	5170
2010-09-01	Niigata	549790	5840
2010-10-01	Niigata	676360	8950
2010-11-01	Niigata	590040	9020
2010-12-01	Niigata	520870	8400
2011-01-01	Niigata	911670	18670
2011-02-01	Niigata	958410	14370
2011-03-01	Niigata	687520	5500
2011-04-01	Niigata	569480	2130
2011-05-01	Niigata	778020	3220
2011-06-01	Niigata	732890	3150
2011-07-01	Niigata	981790	6660
2011-08-01	Niigata	1471440	6100
2011-09-01	Niigata	821700	6450
2011-10-01	Niigata	921940	9780
2011-11-01	Niigata	772340	6560
2011-12-01	Niigata	757910	8670
2012-01-01	Niigata	802610	15350
2012-02-01	Niigata	830390	12230
2012-03-01	Niigata	807660	6990
2012-04-01	Niigata	611150	5420
2012-05-01	Niigata	743910	6640
2012-06-01	Niigata	678950	4580
2012-07-01	Niigata	969320	11140
2012-08-01	Niigata	1485160	6500
2012-09-01	Niigata	832640	5460
2012-10-01	Niigata	875380	7870
2012-11-01	Niigata	781170	6270
2012-12-01	Niigata	784180	8430
2013-01-01	Niigata	784360	13270
2013-02-01	Niigata	823750	15740
2013-03-01	Niigata	820710	9820
2013-04-01	Niigata	621800	7690
2013-05-01	Niigata	728540	7200
2013-06-01	Niigata	663910	6060
2013-07-01	Niigata	888090	8390
2013-08-01	Niigata	1276440	6720
2013-09-01	Niigata	775330	6040
2013-10-01	Niigata	836600	9630
2013-11-01	Niigata	736450	6460
2013-12-01	Niigata	721000	9510
2014-01-01	Niigata	731010	10080
2014-02-01	Niigata	681280	16530
2014-03-01	Niigata	787120	9510
2014-04-01	Niigata	604210	8550
2014-05-01	Niigata	774600	5840
2014-06-01	Niigata	705570	8820
2014-07-01	Niigata	890510	13470
2014-08-01	Niigata	1334870	9040
2014-09-01	Niigata	789850	10880
2014-10-01	Niigata	854730	11620
2014-11-01	Niigata	741660	10590
2014-12-01	Niigata	711930	20590
2015-01-01	Niigata	850720	42980
2015-02-01	Niigata	849620	48030
2015-03-01	Niigata	856490	18470
2015-04-01	Niigata	605720	13020
2015-05-01	Niigata	789230	11620
2015-06-01	Niigata	704810	10390
2015-07-01	Niigata	949520	19150
2015-08-01	Niigata	1367910	20030
2015-09-01	Niigata	859860	17670
2015-10-01	Niigata	906240	15020
2015-11-01	Niigata	769240	12520
2015-12-01	Niigata	750600	33590
2016-01-01	Niigata	854860	56490
2016-02-01	Niigata	864960	49800
2016-03-01	Niigata	826490	19080
2016-04-01	Niigata	672560	13870
2016-05-01	Niigata	745660	12230
2016-06-01	Niigata	706490	12430
2016-07-01	Niigata	920180	19470
2016-08-01	Niigata	1319510	11040
2016-09-01	Niigata	838120	12720
2016-10-01	Niigata	931640	20180
2016-11-01	Niigata	751730	12480
2016-12-01	Niigata	772460	27230
2017-01-01	Niigata	869360	68100
2017-02-01	Niigata	888440	61720
2017-03-01	Niigata	903770	25360
2017-04-01	Niigata	645650	18230
2017-05-01	Niigata	784650	11800
2017-06-01	Niigata	726320	11210
2017-07-01	Niigata	912870	20650
2017-08-01	Niigata	1332160	14730
2017-09-01	Niigata	789980	19990
2017-10-01	Niigata	869640	18100
2017-11-01	Niigata	735680	14770
2017-12-01	Niigata	743510	30740
2018-01-01	Niigata	816340	55420
2018-02-01	Niigata	885850	65150
2018-03-01	Niigata	834620	22280
2018-04-01	Niigata	631800	23890
2018-05-01	Niigata	729030	18040
2018-06-01	Niigata	652620	14720
2018-07-01	Niigata	863510	41140
2018-08-01	Niigata	1294110	48740
2018-09-01	Niigata	785350	30260
2018-10-01	Niigata	840500	21380
2018-11-01	Niigata	714810	17680
2018-12-01	Niigata	722350	46200
2019-01-01	Niigata	901300	106100
2019-02-01	Niigata	920040	89350
2019-03-01	Niigata	894050	35140
2019-04-01	Niigata	805790	32490
2019-05-01	Niigata	862420	17780
2019-06-01	Niigata	757190	18110
2019-07-01	Niigata	941900	31040
2019-08-01	Niigata	1441510	18270
2019-09-01	Niigata	883260	16650
2019-10-01	Niigata	895440	22370
2019-11-01	Niigata	835760	26900
2019-12-01	Niigata	791750	66270
2020-01-01	Niigata	915470	109690
2020-02-01	Niigata	886520	71380
2020-03-01	Niigata	500690	6700
2020-04-01	Niigata	212190	790
2020-05-01	Niigata	166940	480
2020-06-01	Niigata	370550	880
2020-07-01	Niigata	540220	1230
2020-08-01	Niigata	682150	2940
2020-09-01	Niigata	623810	1640
2020-10-01	Niigata	745820	1260
2020-11-01	Niigata	696960	2120
2020-12-01	Niigata	562700	2270
2021-01-01	Niigata	372950	2300
2021-02-01	Niigata	401380	2040
2007-01-01	Toyama	168840	1980
2007-02-01	Toyama	195060	2520
2007-03-01	Toyama	197480	4270
2007-04-01	Toyama	186730	11650
2007-05-01	Toyama	224830	16930
2007-06-01	Toyama	201410	10850
2007-07-01	Toyama	202320	7890
2007-08-01	Toyama	277660	8860
2007-09-01	Toyama	232990	10030
2007-10-01	Toyama	271230	13900
2007-11-01	Toyama	228570	7850
2007-12-01	Toyama	183260	2970
2008-01-01	Toyama	155550	2000
2008-02-01	Toyama	182850	2880
2008-03-01	Toyama	194010	2620
2008-04-01	Toyama	191630	12850
2008-05-01	Toyama	247310	17310
2008-06-01	Toyama	200160	8040
2008-07-01	Toyama	232830	9690
2008-08-01	Toyama	337600	10420
2008-09-01	Toyama	254720	8260
2008-10-01	Toyama	310500	13960
2008-11-01	Toyama	258690	7150
2008-12-01	Toyama	192230	1660
2009-01-01	Toyama	162660	1910
2009-02-01	Toyama	176810	1550
2009-03-01	Toyama	183400	1790
2009-04-01	Toyama	182710	8770
2009-05-01	Toyama	240900	9660
2009-06-01	Toyama	193860	2500
2009-07-01	Toyama	218910	4900
2009-08-01	Toyama	298660	5650
2009-09-01	Toyama	258050	5120
2009-10-01	Toyama	269210	8310
2009-11-01	Toyama	224830	5220
2009-12-01	Toyama	173640	1920
2010-01-01	Toyama	170040	1930
2010-02-01	Toyama	182490	2270
2010-03-01	Toyama	202920	2530
2010-04-01	Toyama	199290	13330
2010-05-01	Toyama	255970	16800
2010-06-01	Toyama	190750	7130
2010-07-01	Toyama	227090	7390
2010-08-01	Toyama	323760	8070
2010-09-01	Toyama	264330	6330
2010-10-01	Toyama	299540	11600
2010-11-01	Toyama	234900	5760
2010-12-01	Toyama	186730	1430
2011-01-01	Toyama	197190	1840
2011-02-01	Toyama	220320	2820
2011-03-01	Toyama	208890	1130
2011-04-01	Toyama	214470	1870
2011-05-01	Toyama	277290	7980
2011-06-01	Toyama	237960	6430
2011-07-01	Toyama	314080	3150
2011-08-01	Toyama	464950	3730
2011-09-01	Toyama	354070	3610
2011-10-01	Toyama	386580	9620
2011-11-01	Toyama	313660	6240
2011-12-01	Toyama	265570	2740
2012-01-01	Toyama	211780	3550
2012-02-01	Toyama	216940	4950
2012-03-01	Toyama	230170	3250
2012-04-01	Toyama	242760	12840
2012-05-01	Toyama	294690	15090
2012-06-01	Toyama	239550	7710
2012-07-01	Toyama	350040	7690
2012-08-01	Toyama	545190	9080
2012-09-01	Toyama	354430	6570
2012-10-01	Toyama	384310	12070
2012-11-01	Toyama	309750	7900
2012-12-01	Toyama	239350	3310
2013-01-01	Toyama	212290	3050
2013-02-01	Toyama	237470	4720
2013-03-01	Toyama	250680	3630
2013-04-01	Toyama	267030	21620
2013-05-01	Toyama	321430	24870
2013-06-01	Toyama	275490	14340
2013-07-01	Toyama	352580	10270
2013-08-01	Toyama	496510	10720
2013-09-01	Toyama	382600	11210
2013-10-01	Toyama	398250	15670
2013-11-01	Toyama	348840	11330
2013-12-01	Toyama	278200	4860
2014-01-01	Toyama	207410	3860
2014-02-01	Toyama	212540	6100
2014-03-01	Toyama	263360	6150
2014-04-01	Toyama	252600	20700
2014-05-01	Toyama	307450	24970
2014-06-01	Toyama	248320	9060
2014-07-01	Toyama	299020	9550
2014-08-01	Toyama	430680	8600
2014-09-01	Toyama	334030	11270
2014-10-01	Toyama	355720	21900
2014-11-01	Toyama	314320	14120
2014-12-01	Toyama	263720	5780
2015-01-01	Toyama	215440	7190
2015-02-01	Toyama	225240	8180
2015-03-01	Toyama	266800	7490
2015-04-01	Toyama	307510	33800
2015-05-01	Toyama	372010	35120
2015-06-01	Toyama	290060	17780
2015-07-01	Toyama	361310	16010
2015-08-01	Toyama	536760	17170
2015-09-01	Toyama	405910	14970
2015-10-01	Toyama	410160	23640
2015-11-01	Toyama	342240	18220
2015-12-01	Toyama	257480	8230
2016-01-01	Toyama	207250	9420
2016-02-01	Toyama	229470	9360
2016-03-01	Toyama	246870	10970
2016-04-01	Toyama	280230	36320
2016-05-01	Toyama	327570	39730
2016-06-01	Toyama	236050	18600
2016-07-01	Toyama	299090	13770
2016-08-01	Toyama	461200	14280
2016-09-01	Toyama	297640	14210
