time	location	total	foreigners
2011-01-01	Miyagi	614400	7580
2011-02-01	Miyagi	652860	9830
2011-03-01	Miyagi	468240	3800
2011-04-01	Miyagi	761120	1120
2011-05-01	Miyagi	956020	2650
2011-06-01	Miyagi	886690	2080
2011-07-01	Miyagi	913210	3280
2011-08-01	Miyagi	986480	4580
2011-09-01	Miyagi	863460	3590
2011-10-01	Miyagi	921640	4800
2011-11-01	Miyagi	889680	6550
2011-12-01	Miyagi	874790	3640
2012-01-01	Miyagi	730140	4660
2012-02-01	Miyagi	758250	6380
2012-03-01	Miyagi	882880	7130
2012-04-01	Miyagi	753630	6960
2012-05-01	Miyagi	792770	6860
2012-06-01	Miyagi	795690	5500
2012-07-01	Miyagi	843200	7640
2012-08-01	Miyagi	1014870	8240
2012-09-01	Miyagi	860690	7260
2012-10-01	Miyagi	895860	10050
2012-11-01	Miyagi	894470	13140
2012-12-01	Miyagi	820110	6510
2013-01-01	Miyagi	865260	5430
2013-02-01	Miyagi	920090	7770
2013-03-01	Miyagi	1115510	9420
2013-04-01	Miyagi	861520	11310
2013-05-01	Miyagi	907970	9510
2013-06-01	Miyagi	879690	6120
2013-07-01	Miyagi	879300	9270
2013-08-01	Miyagi	1116480	10600
2013-09-01	Miyagi	934060	7580
2013-10-01	Miyagi	975510	14270
2013-11-01	Miyagi	973510	8950
2013-12-01	Miyagi	906090	6380
2014-01-01	Miyagi	716050	5700
2014-02-01	Miyagi	697680	6400
2014-03-01	Miyagi	869980	5850
2014-04-01	Miyagi	761330	11390
2014-05-01	Miyagi	833220	8240
2014-06-01	Miyagi	824600	9370
2014-07-01	Miyagi	920450	11560
2014-08-01	Miyagi	1118000	9180
2014-09-01	Miyagi	921950	7690
2014-10-01	Miyagi	894480	19520
2014-11-01	Miyagi	891600	14170
2014-12-01	Miyagi	810440	8100
2015-01-01	Miyagi	733490	8410
2015-02-01	Miyagi	727350	8810
2015-03-01	Miyagi	886640	21500
2015-04-01	Miyagi	779300	17660
2015-05-01	Miyagi	899620	12560
2015-06-01	Miyagi	864950	13850
2015-07-01	Miyagi	973970	20540
2015-08-01	Miyagi	1129900	15250
2015-09-01	Miyagi	1003090	13350
2015-10-01	Miyagi	998180	27970
2015-11-01	Miyagi	941420	19070
2015-12-01	Miyagi	882780	11650
2016-01-01	Miyagi	710840	12310
2016-02-01	Miyagi	733430	12340
2016-03-01	Miyagi	860360	14590
2016-04-01	Miyagi	784160	21830
2016-05-01	Miyagi	794170	13220
2016-06-01	Miyagi	791380	12630
2016-07-01	Miyagi	842020	17450
2016-08-01	Miyagi	992560	16140
2016-09-01	Miyagi	805580	14530
2016-10-01	Miyagi	879330	31160
2016-11-01	Miyagi	800120	19240
2016-12-01	Miyagi	771140	13860
2017-01-01	Miyagi	711700	17970
2017-02-01	Miyagi	724050	19420
2017-03-01	Miyagi	859740	13840
2017-04-01	Miyagi	773920	26810
2017-05-01	Miyagi	826470	17610
2017-06-01	Miyagi	807740	15130
2017-07-01	Miyagi	909670	18420
2017-08-01	Miyagi	1107960	16880
2017-09-01	Miyagi	841730	21040
2017-10-01	Miyagi	848430	43030
2017-11-01	Miyagi	803250	32130
2017-12-01	Miyagi	766170	22210
2018-01-01	Miyagi	713960	23660
2018-02-01	Miyagi	735370	30660
2018-03-01	Miyagi	879740	21270
2018-04-01	Miyagi	832330	48040
2018-05-01	Miyagi	832060	27840
2018-06-01	Miyagi	840220	26510
2018-07-01	Miyagi	878830	34820
2018-08-01	Miyagi	1085290	36660
2018-09-01	Miyagi	924930	26620
2018-10-01	Miyagi	928900	49410
2018-11-01	Miyagi	897770	44160
2018-12-01	Miyagi	856000	32470
2019-01-01	Miyagi	739430	39900
2019-02-01	Miyagi	741020	41430
2019-03-01	Miyagi	888780	31150
2019-04-01	Miyagi	899770	61600
2019-05-01	Miyagi	902720	38020
2019-06-01	Miyagi	930330	42060
2019-07-01	Miyagi	925320	44360
2019-08-01	Miyagi	1139710	46680
2019-09-01	Miyagi	902760	45660
2019-10-01	Miyagi	959300	68450
2019-11-01	Miyagi	988170	54770
2019-12-01	Miyagi	916790	48930
2020-01-01	Miyagi	697760	50380
2020-02-01	Miyagi	713750	43500
2020-03-01	Miyagi	515460	6890
2020-04-01	Miyagi	227820	1870
2020-05-01	Miyagi	200620	1580
2020-06-01	Miyagi	345940	1600
2020-07-01	Miyagi	467040	2080
2020-08-01	Miyagi	583390	1940
2020-09-01	Miyagi	545590	2650
2020-10-01	Miyagi	715060	2490
2020-11-01	Miyagi	699110	4990
2020-12-01	Miyagi	594650	4440
2021-01-01	Miyagi	366860	6720
2021-02-01	Miyagi	391780	2030
2007-01-01	Akita	184320	3200
2007-02-01	Akita	196250	2750
2007-03-01	Akita	208370	2700
2007-04-01	Akita	228800	2510
2007-05-01	Akita	296650	3540
2007-06-01	Akita	300400	3530
2007-07-01	Akita	272830	3430
2007-08-01	Akita	372480	2780
2007-09-01	Akita	317930	3350
2007-10-01	Akita	389340	6640
2007-11-01	Akita	247290	5740
2007-12-01	Akita	172690	1590
2008-01-01	Akita	176850	2360
2008-02-01	Akita	184940	2300
2008-03-01	Akita	205830	1450
2008-04-01	Akita	215310	4000
2008-05-01	Akita	289470	4170
2008-06-01	Akita	285580	4310
2008-07-01	Akita	274720	3330
2008-08-01	Akita	342550	2530
2008-09-01	Akita	281270	3060
2008-10-01	Akita	324390	8620
2008-11-01	Akita	235740	4220
2008-12-01	Akita	180780	1640
2009-01-01	Akita	171850	2440
2009-02-01	Akita	179160	2440
2009-03-01	Akita	209330	2870
2009-04-01	Akita	204270	2970
2009-05-01	Akita	261950	2020
2009-06-01	Akita	270010	2460
2009-07-01	Akita	262900	2560
2009-08-01	Akita	336090	3660
2009-09-01	Akita	294940	3040
2009-10-01	Akita	313140	9120
2009-11-01	Akita	223370	5580
2009-12-01	Akita	169480	5900
2010-01-01	Akita	226170	8830
2010-02-01	Akita	224470	7840
2010-03-01	Akita	259950	4540
2010-04-01	Akita	207000	5130
2010-05-01	Akita	279150	5100
2010-06-01	Akita	272920	4180
2010-07-01	Akita	295190	3900
2010-08-01	Akita	360470	4130
2010-09-01	Akita	275240	3850
2010-10-01	Akita	327940	7790
2010-11-01	Akita	226020	5240
2010-12-01	Akita	177530	3040
2011-01-01	Akita	209490	4740
2011-02-01	Akita	237660	5990
2011-03-01	Akita	147890	1640
2011-04-01	Akita	169060	350
2011-05-01	Akita	287090	540
2011-06-01	Akita	299560	2290
2011-07-01	Akita	413950	1330
2011-08-01	Akita	572630	1380
2011-09-01	Akita	392780	1940
2011-10-01	Akita	463660	3740
2011-11-01	Akita	293900	2350
2011-12-01	Akita	233460	940
2012-01-01	Akita	199630	1590
2012-02-01	Akita	196370	2340
2012-03-01	Akita	237400	1890
2012-04-01	Akita	238990	2490
2012-05-01	Akita	345700	1920
2012-06-01	Akita	334240	1980
2012-07-01	Akita	296270	3250
2012-08-01	Akita	423490	1450
2012-09-01	Akita	302810	1780
2012-10-01	Akita	386380	4860
2012-11-01	Akita	293530	2580
2012-12-01	Akita	205710	1450
2013-01-01	Akita	205680	3180
2013-02-01	Akita	209100	3600
2013-03-01	Akita	229200	2240
2013-04-01	Akita	236530	3070
2013-05-01	Akita	324050	2430
2013-06-01	Akita	315640	3570
2013-07-01	Akita	330880	3610
2013-08-01	Akita	444530	2510
2013-09-01	Akita	327940	2410
2013-10-01	Akita	359370	4830
2013-11-01	Akita	284340	2880
2013-12-01	Akita	225840	1810
2014-01-01	Akita	226180	1920
2014-02-01	Akita	213990	2490
2014-03-01	Akita	247170	1910
2014-04-01	Akita	252500	2900
2014-05-01	Akita	360310	2660
2014-06-01	Akita	353830	1910
2014-07-01	Akita	347080	6000
2014-08-01	Akita	443450	4730
2014-09-01	Akita	350350	3490
2014-10-01	Akita	411490	7110
2014-11-01	Akita	313160	4020
2014-12-01	Akita	241900	2340
2015-01-01	Akita	206700	3790
2015-02-01	Akita	211420	3880
2015-03-01	Akita	219750	2980
2015-04-01	Akita	227720	6870
2015-05-01	Akita	340860	4060
2015-06-01	Akita	287040	3250
2015-07-01	Akita	340790	4570
2015-08-01	Akita	424700	5540
2015-09-01	Akita	335680	4350
2015-10-01	Akita	383290	12690
2015-11-01	Akita	269980	5540
2015-12-01	Akita	209310	2290
2016-01-01	Akita	201960	2740
2016-02-01	Akita	203080	4320
2016-03-01	Akita	243210	2860
2016-04-01	Akita	249880	6900
2016-05-01	Akita	312380	3870
2016-06-01	Akita	309230	4360
2016-07-01	Akita	319030	5080
2016-08-01	Akita	401510	6300
2016-09-01	Akita	320070	4600
2016-10-01	Akita	361180	13790
2016-11-01	Akita	264630	8550
2016-12-01	Akita	213730	3590
2017-01-01	Akita	194190	7920
2017-02-01	Akita	190580	10090
2017-03-01	Akita	223570	5180
2017-04-01	Akita	237720	12990
2017-05-01	Akita	323360	6140
2017-06-01	Akita	313790	4400
2017-07-01	Akita	299230	5710
2017-08-01	Akita	388580	6430
2017-09-01	Akita	338480	5060
2017-10-01	Akita	363700	19990
2017-11-01	Akita	255730	14350
2017-12-01	Akita	217250	6400
2018-01-01	Akita	207170	8200
2018-02-01	Akita	208620	12520
2018-03-01	Akita	228430	7160
2018-04-01	Akita	241950	14250
2018-05-01	Akita	324230	7030
2018-06-01	Akita	320750	6080
2018-07-01	Akita	317720	8990
2018-08-01	Akita	416640	9430
2018-09-01	Akita	334240	7500
2018-10-01	Akita	380970	21550
2018-11-01	Akita	284840	13570
2018-12-01	Akita	239570	7150
2019-01-01	Akita	217210	8050
2019-02-01	Akita	230190	14270
2019-03-01	Akita	241960	5380
2019-04-01	Akita	290670	14700
2019-05-01	Akita	361000	7510
2019-06-01	Akita	335820	7060
2019-07-01	Akita	321510	9660
2019-08-01	Akita	414440	11480
2019-09-01	Akita	354830	10550
2019-10-01	Akita	358250	25450
2019-11-01	Akita	295780	14480
2019-12-01	Akita	232300	10800
2020-01-01	Akita	202210	8500
2020-02-01	Akita	192490	9290
2020-03-01	Akita	149600	1630
2020-04-01	Akita	56730	360
2020-05-01	Akita	48700	210
2020-06-01	Akita	108100	230
2020-07-01	Akita	214900	460
2020-08-01	Akita	221310	390
2020-09-01	Akita	256460	390
2020-10-01	Akita	359640	1030
2020-11-01	Akita	284080	910
2020-12-01	Akita	227050	750
2021-01-01	Akita	137730	510
2021-02-01	Akita	171260	330
2007-01-01	Yamagata	280110	2440
2007-02-01	Yamagata	299000	3360
2007-03-01	Yamagata	295580	2360
2007-04-01	Yamagata	238710	3480
2007-05-01	Yamagata	278690	2360
2007-06-01	Yamagata	309880	1840
2007-07-01	Yamagata	302670	2480
2007-08-01	Yamagata	412740	2290
2007-09-01	Yamagata	302130	2670
2007-10-01	Yamagata	355570	4470
2007-11-01	Yamagata	314030	4250
2007-12-01	Yamagata	280760	3030
2008-01-01	Yamagata	263930	3370
2008-02-01	Yamagata	292710	5320
2008-03-01	Yamagata	301550	3110
2008-04-01	Yamagata	245810	2930
2008-05-01	Yamagata	292500	3150
2008-06-01	Yamagata	335520	2730
2008-07-01	Yamagata	323600	2820
2008-08-01	Yamagata	411180	3210
2008-09-01	Yamagata	297320	2440
2008-10-01	Yamagata	372160	5860
2008-11-01	Yamagata	336060	3730
2008-12-01	Yamagata	313060	2410
2009-01-01	Yamagata	301810	8760
2009-02-01	Yamagata	311660	6830
2009-03-01	Yamagata	327550	2350
2009-04-01	Yamagata	254810	2230
2009-05-01	Yamagata	318380	1630
2009-06-01	Yamagata	351280	1920
2009-07-01	Yamagata	337270	1660
2009-08-01	Yamagata	435910	2270
2009-09-01	Yamagata	358520	2080
2009-10-01	Yamagata	390700	5090
2009-11-01	Yamagata	324620	2930
2009-12-01	Yamagata	285070	3990
2010-01-01	Yamagata	321650	6280
2010-02-01	Yamagata	340240	11150
2010-03-01	Yamagata	350200	4010
2010-04-01	Yamagata	269320	4000
2010-05-01	Yamagata	328020	2460
2010-06-01	Yamagata	371230	2050
2010-07-01	Yamagata	382480	2510
2010-08-01	Yamagata	472100	3040
2010-09-01	Yamagata	356660	2570
2010-10-01	Yamagata	403880	5270
2010-11-01	Yamagata	333550	4950
2010-12-01	Yamagata	328260	4340
2011-01-01	Yamagata	382080	10480
2011-02-01	Yamagata	438820	11160
2011-03-01	Yamagata	342970	2660
2011-04-01	Yamagata	322770	550
2011-05-01	Yamagata	414170	860
2011-06-01	Yamagata	444430	810
2011-07-01	Yamagata	531260	1020
2011-08-01	Yamagata	676690	1730
2011-09-01	Yamagata	479810	1710
2011-10-01	Yamagata	531040	1620
2011-11-01	Yamagata	445360	1150
2011-12-01	Yamagata	420980	960
2012-01-01	Yamagata	380880	3020
2012-02-01	Yamagata	410040	2590
2012-03-01	Yamagata	440490	1900
2012-04-01	Yamagata	353320	1680
2012-05-01	Yamagata	425410	2160
2012-06-01	Yamagata	486200	1590
2012-07-01	Yamagata	538430	1710
2012-08-01	Yamagata	653200	3200
2012-09-01	Yamagata	469180	5300
2012-10-01	Yamagata	537220	3700
2012-11-01	Yamagata	454260	2750
2012-12-01	Yamagata	410940	2560
2013-01-01	Yamagata	348760	3600
2013-02-01	Yamagata	390410	4760
2013-03-01	Yamagata	400500	3010
2013-04-01	Yamagata	351570	2930
2013-05-01	Yamagata	448020	2160
2013-06-01	Yamagata	471320	1450
2013-07-01	Yamagata	511530	2270
2013-08-01	Yamagata	690240	3360
2013-09-01	Yamagata	455850	2530
2013-10-01	Yamagata	505480	5640
2013-11-01	Yamagata	433990	2650
2013-12-01	Yamagata	423030	3050
2014-01-01	Yamagata	412490	5900
2014-02-01	Yamagata	453510	5480
2014-03-01	Yamagata	468420	4070
2014-04-01	Yamagata	328380	3460
2014-05-01	Yamagata	437740	2670
2014-06-01	Yamagata	488480	6040
2014-07-01	Yamagata	549460	2740
2014-08-01	Yamagata	744690	3710
2014-09-01	Yamagata	557370	2130
2014-10-01	Yamagata	580630	5160
2014-11-01	Yamagata	459810	3300
2014-12-01	Yamagata	417550	3550
2015-01-01	Yamagata	429890	8480
2015-02-01	Yamagata	453030	12270
2015-03-01	Yamagata	484210	6070
2015-04-01	Yamagata	378220	6150
2015-05-01	Yamagata	490400	3630
2015-06-01	Yamagata	454400	3930
2015-07-01	Yamagata	544180	2720
2015-08-01	Yamagata	707640	7240
2015-09-01	Yamagata	550400	3390
2015-10-01	Yamagata	577980	9200
2015-11-01	Yamagata	474040	5530
2015-12-01	Yamagata	428890	7120
2016-01-01	Yamagata	393130	12330
2016-02-01	Yamagata	439170	15600
2016-03-01	Yamagata	433250	5720
2016-04-01	Yamagata	368260	6600
2016-05-01	Yamagata	434490	3850
2016-06-01	Yamagata	447440	3620
2016-07-01	Yamagata	483640	4250
2016-08-01	Yamagata	606530	3780
2016-09-01	Yamagata	478800	4740
2016-10-01	Yamagata	542310	11010
2016-11-01	Yamagata	423160	6380
2016-12-01	Yamagata	393610	10310
2017-01-01	Yamagata	372190	16490
2017-02-01	Yamagata	423950	20010
2017-03-01	Yamagata	428210	8420
2017-04-01	Yamagata	354380	7150
2017-05-01	Yamagata	411450	5040
2017-06-01	Yamagata	434880	5890
2017-07-01	Yamagata	511390	6630
2017-08-01	Yamagata	607870	5130
2017-09-01	Yamagata	459410	6640
2017-10-01	Yamagata	463160	14030
2017-11-01	Yamagata	397130	10180
2017-12-01	Yamagata	378150	12230
2018-01-01	Yamagata	374670	26030
2018-02-01	Yamagata	406510	30990
2018-03-01	Yamagata	429140	13180
2018-04-01	Yamagata	368460	10620
2018-05-01	Yamagata	425950	7380
2018-06-01	Yamagata	453500	6110
2018-07-01	Yamagata	489530	8680
2018-08-01	Yamagata	619050	8260
2018-09-01	Yamagata	505000	7420
2018-10-01	Yamagata	511490	14330
2018-11-01	Yamagata	442510	13640
2018-12-01	Yamagata	405550	16840
2019-01-01	Yamagata	392460	33150
2019-02-01	Yamagata	447990	41660
2019-03-01	Yamagata	429220	17390
2019-04-01	Yamagata	445110	18100
2019-05-01	Yamagata	473450	10340
2019-06-01	Yamagata	488070	11640
2019-07-01	Yamagata	471710	11960
2019-08-01	Yamagata	611210	9490
2019-09-01	Yamagata	473740	10080
2019-10-01	Yamagata	484000	19700
2019-11-01	Yamagata	447000	21260
2019-12-01	Yamagata	407900	29300
2020-01-01	Yamagata	364330	39400
2020-02-01	Yamagata	382190	38160
2020-03-01	Yamagata	258300	2270
2020-04-01	Yamagata	84080	530
2020-05-01	Yamagata	61100	220
2020-06-01	Yamagata	178420	430
2020-07-01	Yamagata	252700	380
2020-08-01	Yamagata	319230	940
2020-09-01	Yamagata	331040	1540
2020-10-01	Yamagata	396670	1430
2020-11-01	Yamagata	396570	690
2020-12-01	Yamagata	284000	880
2021-01-01	Yamagata	185010	880
2021-02-01	Yamagata	216890	830
2007-01-01	Fukushima	563800	9230
2007-02-01	Fukushima	571330	11540
2007-03-01	Fukushima	602850	8700
2007-04-01	Fukushima	536320	11500
2007-05-01	Fukushima	562860	11880
2007-06-01	Fukushima	596060	8510
2007-07-01	Fukushima	625340	9990
2007-08-01	Fukushima	882080	10710
2007-09-01	Fukushima	594420	8710
2007-10-01	Fukushima	717480	12810
2007-11-01	Fukushima	691540	13740
2007-12-01	Fukushima	572160	11160
2008-01-01	Fukushima	582960	10390
2008-02-01	Fukushima	591610	12820
2008-03-01	Fukushima	629180	8310
2008-04-01	Fukushima	556890	13670
2008-05-01	Fukushima	595290	12180
2008-06-01	Fukushima	603940	10970
2008-07-01	Fukushima	667720	11220
2008-08-01	Fukushima	869450	9690
2008-09-01	Fukushima	582110	8830
2008-10-01	Fukushima	724760	13150
2008-11-01	Fukushima	703060	6290
2008-12-01	Fukushima	578280	5090
2009-01-01	Fukushima	555200	4370
2009-02-01	Fukushima	524820	4880
2009-03-01	Fukushima	578800	7460
2009-04-01	Fukushima	516530	5170
2009-05-01	Fukushima	581750	4560
2009-06-01	Fukushima	572470	4460
2009-07-01	Fukushima	595360	4600
2009-08-01	Fukushima	781180	4720
2009-09-01	Fukushima	596090	3010
2009-10-01	Fukushima	677070	6120
2009-11-01	Fukushima	616500	4690
2009-12-01	Fukushima	527950	2830
2010-01-01	Fukushima	619550	4600
2010-02-01	Fukushima	608430	6350
2010-03-01	Fukushima	673340	5050
2010-04-01	Fukushima	564800	8690
2010-05-01	Fukushima	621780	8790
2010-06-01	Fukushima	604980	7880
2010-07-01	Fukushima	649380	8910
2010-08-01	Fukushima	877710	10940
2010-09-01	Fukushima	591670	8210
2010-10-01	Fukushima	738800	8470
2010-11-01	Fukushima	680550	5370
2010-12-01	Fukushima	590060	3910
2011-01-01	Fukushima	771950	6780
2011-02-01	Fukushima	777150	5220
2011-03-01	Fukushima	530940	1370
2011-04-01	Fukushima	809510	1030
2011-05-01	Fukushima	1144790	1400
2011-06-01	Fukushima	1097760	2050
2011-07-01	Fukushima	1149980	1620
2011-08-01	Fukushima	1119190	960
2011-09-01	Fukushima	859080	1800
2011-10-01	Fukushima	869660	1880
2011-11-01	Fukushima	828960	2230
2011-12-01	Fukushima	839690	1200
2012-01-01	Fukushima	787130	1220
2012-02-01	Fukushima	794250	2750
2012-03-01	Fukushima	860660	2040
2012-04-01	Fukushima	807190	1780
2012-05-01	Fukushima	896770	2100
2012-06-01	Fukushima	948580	2530
2012-07-01	Fukushima	882420	2830
2012-08-01	Fukushima	1097980	3700
2012-09-01	Fukushima	873670	3870
2012-10-01	Fukushima	971690	4760
2012-11-01	Fukushima	890830	4840
2012-12-01	Fukushima	774750	4830
2013-01-01	Fukushima	733970	2870
2013-02-01	Fukushima	712390	3960
2013-03-01	Fukushima	796780	7320
2013-04-01	Fukushima	764620	2700
2013-05-01	Fukushima	820800	4040
2013-06-01	Fukushima	834060	4350
2013-07-01	Fukushima	1040910	2530
2013-08-01	Fukushima	1348460	2500
2013-09-01	Fukushima	1044430	2660
2013-10-01	Fukushima	942330	3690
2013-11-01	Fukushima	903780	2740
2013-12-01	Fukushima	805800	2470
2014-01-01	Fukushima	762040	2580
2014-02-01	Fukushima	707310	3530
2014-03-01	Fukushima	825130	3370
2014-04-01	Fukushima	770150	2820
2014-05-01	Fukushima	861950	4460
2014-06-01	Fukushima	873230	2890
2014-07-01	Fukushima	1009930	2750
2014-08-01	Fukushima	1325520	4840
2014-09-01	Fukushima	975290	4220
2014-10-01	Fukushima	1076290	4180
2014-11-01	Fukushima	986100	5380
2014-12-01	Fukushima	887880	3010
2015-01-01	Fukushima	858360	2700
2015-02-01	Fukushima	812110	3090
2015-03-01	Fukushima	906350	3030
2015-04-01	Fukushima	832270	4460
2015-05-01	Fukushima	933630	4070
2015-06-01	Fukushima	890860	5060
2015-07-01	Fukushima	1009720	4590
2015-08-01	Fukushima	1265760	3880
2015-09-01	Fukushima	1035630	5180
2015-10-01	Fukushima	1071150	9270
2015-11-01	Fukushima	988870	7500
2015-12-01	Fukushima	868700	3580
2016-01-01	Fukushima	784470	4990
2016-02-01	Fukushima	781960	5350
2016-03-01	Fukushima	828640	6830
2016-04-01	Fukushima	786570	7920
2016-05-01	Fukushima	791350	5970
2016-06-01	Fukushima	808250	5550
2016-07-01	Fukushima	864770	7220
2016-08-01	Fukushima	1121100	5930
2016-09-01	Fukushima	841390	3910
2016-10-01	Fukushima	926430	11900
2016-11-01	Fukushima	850090	7650
2016-12-01	Fukushima	813800	5650
2017-01-01	Fukushima	859830	9150
2017-02-01	Fukushima	836560	11290
2017-03-01	Fukushima	866520	14380
2017-04-01	Fukushima	806800	14850
2017-05-01	Fukushima	848340	7370
2017-06-01	Fukushima	860770	7400
2017-07-01	Fukushima	989350	8950
2017-08-01	Fukushima	1209350	9890
2017-09-01	Fukushima	924190	8540
2017-10-01	Fukushima	971190	18100
2017-11-01	Fukushima	895400	13920
2017-12-01	Fukushima	790110	6450
2018-01-01	Fukushima	821250	12040
2018-02-01	Fukushima	815140	13440
2018-03-01	Fukushima	890990	19140
2018-04-01	Fukushima	889840	22780
2018-05-01	Fukushima	920080	11540
2018-06-01	Fukushima	909990	8390
2018-07-01	Fukushima	931090	10000
2018-08-01	Fukushima	1224880	12250
2018-09-01	Fukushima	926560	8540
2018-10-01	Fukushima	1109820	24460
2018-11-01	Fukushima	1030700	22280
2018-12-01	Fukushima	926020	11500
2019-01-01	Fukushima	946600	18540
2019-02-01	Fukushima	964830	23600
2019-03-01	Fukushima	1133170	18520
2019-04-01	Fukushima	1073930	34000
2019-05-01	Fukushima	1024410	11850
2019-06-01	Fukushima	986500	10210
2019-07-01	Fukushima	1059000	13270
2019-08-01	Fukushima	1332150	12750
2019-09-01	Fukushima	1025740	9090
2019-10-01	Fukushima	1084710	26620
2019-11-01	Fukushima	1062660	20770
2019-12-01	Fukushima	963700	15460
2020-01-01	Fukushima	1026700	35970
2020-02-01	Fukushima	1008160	35930
2020-03-01	Fukushima	797880	3970
2020-04-01	Fukushima	488040	1230
2020-05-01	Fukushima	403160	1360
2020-06-01	Fukushima	589550	1730
2020-07-01	Fukushima	802900	2300
2020-08-01	Fukushima	876160	2650
2020-09-01	Fukushima	835000	1820
2020-10-01	Fukushima	1051720	2400
2020-11-01	Fukushima	1010810	2940
2020-12-01	Fukushima	811380	4400
2021-01-01	Fukushima	619000	2770
2021-02-01	Fukushima	605770	2750
2007-01-01	Ibaraki	210730	5760
2007-02-01	Ibaraki	216860	4910
2007-03-01	Ibaraki	298980	7670
2007-04-01	Ibaraki	237170	6190
2007-05-01	Ibaraki	239640	4510
2007-06-01	Ibaraki	226280	5260
2007-07-01	Ibaraki	260810	6260
2007-08-01	Ibaraki	383550	5550
2007-09-01	Ibaraki	240420	8490
2007-10-01	Ibaraki	257060	7660
2007-11-01	Ibaraki	287960	8160
2007-12-01	Ibaraki	290670	5300
2008-01-01	Ibaraki	224150	3760
2008-02-01	Ibaraki	231540	5220
2008-03-01	Ibaraki	304350	6720
2008-04-01	Ibaraki	230660	5710
2008-05-01	Ibaraki	246040	5090
2008-06-01	Ibaraki	223840	5310
2008-07-01	Ibaraki	274960	7920
2008-08-01	Ibaraki	358020	6090
2008-09-01	Ibaraki	234840	8520
2008-10-01	Ibaraki	237280	6270
2008-11-01	Ibaraki	251360	6400
2008-12-01	Ibaraki	251400	4300
2009-01-01	Ibaraki	203620	2740
2009-02-01	Ibaraki	199450	3140
2009-03-01	Ibaraki	283380	8000
2009-04-01	Ibaraki	212230	5120
2009-05-01	Ibaraki	220600	3020
2009-06-01	Ibaraki	197970	4630
2009-07-01	Ibaraki	255290	4620
2009-08-01	Ibaraki	343850	4110
2009-09-01	Ibaraki	222650	5260
2009-10-01	Ibaraki	230480	6320
2009-11-01	Ibaraki	234370	5730
2009-12-01	Ibaraki	243890	3520
2010-01-01	Ibaraki	264970	5820
2010-02-01	Ibaraki	262550	5220
2010-03-01	Ibaraki	372950	9500
2010-04-01	Ibaraki	271970	7150
2010-05-01	Ibaraki	301370	8160
2010-06-01	Ibaraki	279900	8220
2010-07-01	Ibaraki	314350	7110
2010-08-01	Ibaraki	424810	7350
2010-09-01	Ibaraki	263380	11000
2010-10-01	Ibaraki	272650	8050
2010-11-01	Ibaraki	272520	7800
2010-12-01	Ibaraki	280500	6170
2011-01-01	Ibaraki	336940	6850
2011-02-01	Ibaraki	343960	5700
2011-03-01	Ibaraki	247290	3900
2011-04-01	Ibaraki	351290	1830
2011-05-01	Ibaraki	375260	2430
2011-06-01	Ibaraki	360790	15100
2011-07-01	Ibaraki	370510	9620
2011-08-01	Ibaraki	499430	6440
